Id,Label,timeset,componentnumber,strongcompnum,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,clustering,eigencentrality,modularity_class
AIVD,AIVD,,0,172,2,0,2,2,0,2,0,0,0,0,0.002179,0,0.000275,0,0.018627,1
verbeekjca,verbeekjca,,0,2417,0,1,1,0,1,1,15,0.123343,0.133141,0,0,0.00445,0.000143,0,0,0
GeertNoels,GeertNoels,,0,1594,1,0,1,1,0,1,0,0,0,0,0,0,0.000283,0,0.002264,3
HammersteinO,HammersteinO,,0,1651,2,0,2,4,0,4,0,0,0,0,0.000019,0,0.000245,0,0.003606,2
MariskaKolk,MariskaKolk,,0,2419,0,2,2,0,2,2,16,0.110778,0.120477,0,0,0.000265,0.000143,0,0,2
SintSonja,SintSonja,,0,2418,1,2,3,1,2,3,15,0.124054,0.135551,1029,0.000013,0.00928,0.000204,0.166667,0.001803,2
baldsarcasm,baldsarcasm,,0,634,1,1,2,1,1,2,16,0.111015,0.11941,1098.533333,0.000031,0.00483,0.000208,0,0.003376,1
Peterheems,Peterheems,,0,2420,0,2,2,0,2,2,1,1,1,0,0,0.017273,0.000143,0,0,2
EDT83651904,EDT83651904,,0,853,3,3,6,6,3,9,16,0.122353,0.14413,81.139755,0.002822,0.004997,0.000232,0.5,0.008476,0
TheBoat11924852,TheBoat11924852,,0,870,1,2,3,1,2,3,1,1,1,12,0.001664,0.000134,0.000149,0,0.003712,1
Ray_Brouwer,Ray_Brouwer,,0,2421,0,2,2,0,2,2,16,0.121294,0.14623,0,0,0.000279,0.000143,0,0,2
rabreunesse,rabreunesse,,0,2422,0,3,3,0,3,3,2,0.714286,0.8,0,0,0.00221,0.000143,0.5,0,3
nultaluli,nultaluli,,0,206,2,3,5,2,3,5,2,0.8,0.875,1075.80103,0.0015,0.007413,0.000188,0.15,0.005865,3
mabo1949,mabo1949,,0,2423,0,2,2,0,2,2,16,0.108588,0.126425,0,0,0.006601,0.000143,0.5,0,2
blabl33,blabl33,,0,2424,1,5,6,1,5,6,15,0.123789,0.13677,1034,0,0.006624,0.00031,0.05,0.002328,3
ekkeree,ekkeree,,0,2425,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.005362,0.000143,0.5,0,2
Freerider692,Freerider692,,0,2426,0,3,3,0,3,3,2,0.615385,0.6875,0,0,0.030912,0.000143,0.333333,0,1
telkampkh,telkampkh,,0,634,1,4,5,1,4,5,16,0.1087,0.127796,296.098591,0.000046,0.011113,0.000148,0.2,0.003353,2
VulpoKastelo,VulpoKastelo,,0,2427,0,2,2,0,2,2,1,1,1,0,0,0.000169,0.000143,0,0,2
bwgveer,bwgveer,,0,2428,0,2,2,0,2,2,2,0.625,0.7,0,0,0.000448,0.000143,0,0,2
dwfotografie,dwfotografie,,0,2429,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000097,0.000143,0,0,2
vettehenk64,vettehenk64,,0,2430,0,3,3,0,3,3,20,0.083012,0.101761,0,0,0.043098,0.000143,0.333333,0,1
bane705,bane705,,0,2431,0,2,2,0,2,2,15,0.124054,0.135551,0,0,0.00928,0.000143,0.5,0,0
hoopvoller,hoopvoller,,0,2432,0,3,3,0,3,3,15,0.124129,0.136358,0,0,0.009729,0.000143,0.166667,0,1
FrontaalNaakt,FrontaalNaakt,,0,64,4,0,4,8,0,8,0,0,0,0,0.002377,0,0.000594,0.166667,0.014411,4
FritstenHove,FritstenHove,,0,2433,1,3,4,2,6,8,17,0.108377,0.12723,1033,0.000002,0.001791,0.000232,0.166667,0.002328,4
Stoorzendert,Stoorzendert,,0,2433,1,2,3,2,4,6,18,0.097798,0.110793,0,0.00009,0.00003,0.000209,0.5,0.002328,4
mevrouw_Judith,mevrouw_Judith,,0,642,4,0,4,8,0,8,0,0,0,0,0.000603,0,0.000371,0.25,0.010315,4
Addaboubou,Addaboubou,,0,2434,0,1,1,0,1,1,1,1,1,0,0,0.005496,0.000143,0,0,1
OmExanpv,OmExanpv,,0,2435,0,2,2,0,3,3,1,1,1,0,0,0.006438,0.000143,0,0,3
CeesCamaro,CeesCamaro,,0,2436,0,3,3,0,3,3,15,0.124144,0.136568,0,0,0.034255,0.000143,0.166667,0,0
Volger66082047,Volger66082047,,0,554,2,0,2,2,0,2,0,0,0,0,0.002378,0,0.000167,0,0.005681,2
CryptoDude1234,CryptoDude1234,,0,2438,0,2,2,0,2,2,20,0.082674,0.099,0,0,0.030816,0.000143,0.5,0,1
AntoineSpeaker,AntoineSpeaker,,0,2437,2,1,3,2,1,3,20,0.0826,0.098127,0,0.003089,0.030661,0.000265,0.333333,0.003606,1
FalcoVeen,FalcoVeen,,0,385,1,1,2,1,1,2,1,1,1,1,0.001863,0.005496,0.000213,0,0.005037,1
SanderSchimmelp,SanderSchimmelp,,0,569,7,0,7,9,0,9,0,0,0,0,0.002426,0,0.000448,0.02381,0.016288,2
MarjaThetulip,MarjaThetulip,,0,310,2,0,2,2,0,2,0,0,0,0,0.004481,0,0.000276,0,0.010021,2
RichardFellin15,RichardFellin15,,0,2439,0,2,2,0,2,2,1,1,1,0,0,0.00555,0.000143,0,0,2
dereijke87,dereijke87,,0,634,1,3,4,1,3,4,16,0.104644,0.121736,0,0.00169,0.001145,0.000157,0.416667,0.003624,0
Elmundowave,Elmundowave,,0,2440,0,2,2,0,2,2,20,0.082799,0.100128,0,0,0.04251,0.000143,1,0,1
justkiddin1981,justkiddin1981,,0,2441,0,3,3,0,3,3,20,0.082772,0.099925,0,0,0.031538,0.000143,0.333333,0,1
HolgerD7,HolgerD7,,0,2442,0,2,2,0,2,2,16,0.108588,0.126425,0,0,0.006601,0.000143,0.5,0,2
B_renda,B_renda,,0,116,2,0,2,2,0,2,0,0,0,0,0.001702,0,0.000309,0,0.007551,2
Filip_Bru,Filip_Bru,,0,1181,2,0,2,2,0,2,0,0,0,0,0.000118,0,0.000296,0,0.003606,2
Boris31209746,Boris31209746,,0,2443,0,4,4,0,4,4,13,0.139701,0.162791,0,0,0.009804,0.000143,0.083333,0,0
Freddy19831306,Freddy19831306,,0,1047,1,1,2,1,1,2,1,1,1,0,0.000269,0.005277,0.000173,0.5,0.002323,2
Ingebor86819518,Ingebor86819518,,0,421,1,1,2,1,1,2,1,1,1,0,0.001304,0.008447,0.000161,0.5,0.005084,3
opponentrene,opponentrene,,0,2444,0,2,2,0,4,4,20,0.082799,0.100128,0,0,0.04251,0.000143,1,0,1
OnlymetoOnly,OnlymetoOnly,,0,2446,0,3,3,0,3,3,17,0.1003,0.108804,0,0,0.000028,0.000143,0,0,2
HenkvanVeen6,HenkvanVeen6,,0,2445,1,1,2,1,1,2,1,1,1,0.333333,0.000001,0.005277,0.000184,0,0.001803,2
Bassie29117746,Bassie29117746,,0,2447,0,3,3,0,3,3,18,0.099653,0.117972,0,0,0.056,0.000143,0.5,0,1
Bartus_Jan,Bartus_Jan,,0,2448,0,3,3,0,3,3,20,0.082706,0.099846,0,0,0.039538,0.000143,0,0,2
JVanDijk11,JVanDijk11,,0,419,3,3,6,3,3,6,2,0.8,0.875,180.666667,0.00158,0.007413,0.000221,0.1,0.009273,3
mattijs_d04,mattijs_d04,,0,2449,0,3,3,0,3,3,18,0.090837,0.098498,0,0,0.000485,0.000143,0.166667,0,2
LLau71,LLau71,,0,634,1,5,6,1,9,10,21,0.077026,0.093939,8428.419744,0.000613,0.012927,0.000389,0.2,0.010556,1
volendamfotos,volendamfotos,,0,107,2,0,2,3,0,3,0,0,0,0,0.001261,0,0.000455,1,0.013532,1
friesianmanes,friesianmanes,,0,511,3,0,3,4,0,4,0,0,0,0,0.002988,0,0.000292,0,0.01324,2
nl_rampage,nl_rampage,,0,1497,1,4,5,1,9,10,3,0.5625,0.685185,7,0.000133,0.002225,0.000203,0.333333,0.002795,3
Apeldoornerr,Apeldoornerr,,0,2450,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.0304,0.000143,0.5,0,1
longtallbaldy,longtallbaldy,,0,2451,0,4,4,0,4,4,20,0.082852,0.100818,0,0,0.033145,0.000143,0,0,2
DutchCryptoEnt,DutchCryptoEnt,,0,2452,0,3,3,0,3,3,1,1,1,0,0,0.009712,0.000143,0,0,2
MajorTacet,MajorTacet,,0,2453,0,3,3,0,4,4,1,1,1,0,0,0.010132,0.000143,0,0,2
miekske61,miekske61,,0,282,10,0,10,10,0,10,0,0,0,0,0.008775,0,0.000585,0,0.026963,3
GKaasboer,GKaasboer,,0,2454,0,2,2,0,2,2,15,0.123476,0.134012,0,0,0.004655,0.000143,0.5,0,0
antikris__,antikris__,,0,77,1,1,2,1,1,2,1,1,1,61.6,0.001527,0.001409,0.000221,0,0.003543,4
daily_research,daily_research,,0,673,1,0,1,1,0,1,0,0,0,0,0.000024,0,0.000161,0,0.001803,2
jvjaap,jvjaap,,0,2455,0,2,2,0,2,2,15,0.124054,0.135551,0,0,0.00928,0.000143,0.5,0,0
Jan36542137,Jan36542137,,0,921,1,4,5,1,5,6,16,0.111314,0.121983,227.416667,0.000025,0.005601,0.000156,0,0.002264,0
Tweiduuster,Tweiduuster,,0,2457,0,2,2,0,2,2,1,1,1,0,0,0.002921,0.000143,0.5,0,2
jalfstra,jalfstra,,0,2456,1,1,2,1,1,2,1,1,1,0,0.000146,0.002914,0.000204,0.5,0.001803,2
Johnnyheijden12,Johnnyheijden12,,0,2458,2,5,7,3,6,9,2,0.857143,0.916667,6,0.001318,0.026307,0.000279,0.15,0.004785,1
JAEGerritsen,JAEGerritsen,,0,2458,1,2,3,2,3,5,3,0.545455,0.638889,0,0.001318,0.001073,0.000191,0.5,0.002864,1
theowar,theowar,,0,2460,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.010871,0.000143,0,0,2
Rechtsevleugel,Rechtsevleugel,,0,2459,1,1,2,1,1,2,1,1,1,1,0.000545,0.000006,0.000204,0,0.001803,2
ChristusTePert,ChristusTePert,,0,2461,0,1,1,0,1,1,14,0.122205,0.133315,0,0,0.00029,0.000143,0,0,1
TheDutchTommyD1,TheDutchTommyD1,,0,2462,0,1,1,0,1,1,1,1,1,0,0,0.000328,0.000143,0,0,2
Hans_ten_Wolde,Hans_ten_Wolde,,0,2463,0,1,1,0,1,1,1,1,1,0,0,0.009801,0.000143,0,0,1
WestlandCrypto,WestlandCrypto,,0,1020,1,1,2,1,1,2,20,0.0826,0.098127,0,0.004176,0.030661,0.000161,0.5,0.003304,1
BTeB15,BTeB15,,0,2464,0,2,2,0,2,2,1,1,1,0,0,0.009976,0.000143,0,0,0
Theo29339137,Theo29339137,,0,2465,0,3,3,0,3,3,1,1,1,0,0,0.014731,0.000143,0,0,2
Catwalkster,Catwalkster,,0,2466,0,2,2,0,2,2,1,1,1,0,0,0.00411,0.000143,0,0,0
BayerKoch,BayerKoch,,0,2467,0,2,2,0,2,2,1,1,1,0,0,0.001446,0.000143,0,0,2
AviationYes,AviationYes,,0,2468,0,3,3,0,3,3,21,0.078175,0.09662,0,0,0.011459,0.000143,0.333333,0,2
LambertvHaus,LambertvHaus,,0,2458,1,3,4,1,3,4,2,0.666667,0.75,0,0.001318,0.025234,0.000191,0.333333,0.002864,1
CasabLuciano,CasabLuciano,,0,2469,0,4,4,0,4,4,1,1,1,0,0,0.006689,0.000143,0,0,3
VeenstraBea,VeenstraBea,,0,2470,0,3,3,0,3,3,1,1,1,0,0,0.001718,0.000143,0.333333,0,1
PTeazer52,PTeazer52,,0,2471,0,2,2,0,2,2,1,1,1,0,0,0.006807,0.000143,0,0,2
MaxHermann18,MaxHermann18,,0,576,1,2,3,1,2,3,1,1,1,0.803571,0.000046,0.007465,0.000148,0,0.003353,2
evabesnyo,evabesnyo,,0,575,2,1,3,2,1,3,1,1,1,1.428571,0.000071,0.002188,0.000188,0,0.005156,2
mkeckeis,mkeckeis,,0,572,1,1,2,1,1,2,1,1,1,0.428571,0.000046,0.002188,0.000148,0,0.003353,2
Rianne079,Rianne079,,0,974,2,0,2,2,0,2,0,0,0,0,0.000145,0,0.000202,0,0.003606,2
ArieDorHout70,ArieDorHout70,,0,2472,0,2,2,0,2,2,19,0.092841,0.112555,0,0,0.000396,0.000143,0,0,2
hanenkop,hanenkop,,0,2473,0,3,3,0,3,3,15,0.119726,0.132745,0,0,0.006453,0.000143,0.166667,0,2
Vidi_Jop,Vidi_Jop,,0,2474,0,2,2,0,2,2,18,0.094046,0.103417,0,0,0.000528,0.000143,0,0,2
Alejand15662595,Alejand15662595,,0,2409,1,2,3,1,3,4,15,0.124054,0.135551,321.548869,0.00024,0.00928,0.000157,0.166667,0.001803,0
mirjamjanssen,mirjamjanssen,,0,2408,1,2,3,1,3,4,15,0.124054,0.135551,321.548869,0.00024,0.00928,0.000157,0.166667,0.001803,0
ErikZeikstra,ErikZeikstra,,0,2475,0,3,3,0,3,3,20,0.082772,0.099925,0,0,0.031538,0.000143,0.333333,0,1
THIEGHO9,THIEGHO9,,0,2476,0,1,1,0,1,1,1,1,1,0,0,0.000037,0.000143,0,0,1
gijsnus,gijsnus,,0,634,2,5,7,3,7,10,16,0.111749,0.134224,7736.637391,0.005647,0.012156,0.000153,0.071429,0.00665,2
FrankBartels19,FrankBartels19,,0,2006,1,2,3,1,2,3,18,0.094046,0.103417,0,0.000027,0.000528,0.000174,0.333333,0.001803,2
Wouter27,Wouter27,,0,2477,0,2,2,0,2,2,16,0.111423,0.121983,0,0,0.011325,0.000143,0,0,0
NiclausU,NiclausU,,0,2478,1,2,3,1,2,3,1,1,1,0,0.0003,0.005979,0.000249,0.5,0.002328,3
pilavluv,pilavluv,,0,2478,1,2,3,1,2,3,1,1,1,0,0.0003,0.005979,0.000249,0.5,0.002328,3
jake_laramie,jake_laramie,,0,2479,0,2,2,0,2,2,1,1,1,0,0,0.010913,0.000143,0,0,2
JPHN570103,JPHN570103,,0,634,1,1,2,1,1,2,16,0.111039,0.119434,0,0.00169,0.00483,0.000157,0.5,0.003624,0
iJohnnoo,iJohnnoo,,0,2480,0,1,1,0,1,1,14,0.122205,0.133315,0,0,0.00029,0.000143,0,0,1
Sandronique,Sandronique,,0,2481,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.010871,0.000143,0.5,0,2
elliedeb2,elliedeb2,,0,612,1,1,2,1,1,2,1,1,1,0,0.000561,0.010844,0.000165,0.5,0.00233,2
ZwarteP04359450,ZwarteP04359450,,0,2482,0,1,1,0,1,1,16,0.111028,0.119415,0,0,0.00483,0.000143,0,0,0
DBroejer,DBroejer,,0,2483,0,2,2,0,2,2,20,0.08266,0.098999,0,0,0.032191,0.000143,0,0,0
Raskalnikov207,Raskalnikov207,,0,2484,0,1,1,0,1,1,2,0.571429,0.625,0,0,0.000264,0.000143,0,0,2
JElshout1,JElshout1,,0,634,2,1,3,2,1,3,16,0.108574,0.125955,85.75,0.000476,0.002259,0.000156,0,0.005156,2
OneOfUsAll1,OneOfUsAll1,,0,2486,0,2,2,0,2,2,17,0.100369,0.108955,0,0,0.000001,0.000143,0,0,2
Omnisophos1,Omnisophos1,,0,2485,1,1,2,1,1,2,16,0.111028,0.119415,1027,0,0.00483,0.000204,0,0.001803,2
WijbrenM,WijbrenM,,0,2487,0,3,3,0,3,3,20,0.085926,0.104306,0,0,0.058665,0.000143,0.333333,0,1
tweetybeek,tweetybeek,,0,2488,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.0304,0.000143,0.5,0,1
pietwaterslag1,pietwaterslag1,,0,568,1,2,3,1,2,3,1,1,1,0.584524,0.000046,0.013724,0.000148,0,0.003353,2
Daffy441973,Daffy441973,,0,2489,0,2,2,0,2,2,20,0.082614,0.098773,0,0,0.055636,0.000143,0.5,0,1
Zakkenrollen,Zakkenrollen,,0,2490,0,3,3,0,3,3,1,1,1,0,0,0.009315,0.000143,0,0,2
creative_cked,creative_cked,,0,895,3,0,3,3,0,3,0,0,0,0,0.000872,0,0.000389,0,0.008353,2
ONRUSTSTOKER1,ONRUSTSTOKER1,,0,2491,0,2,2,0,2,2,15,0.124054,0.135551,0,0,0.00928,0.000143,0.5,0,0
Linkspoot085,Linkspoot085,,0,2492,0,3,3,0,3,3,18,0.090271,0.100907,0,0,0.005369,0.000143,0,0,2
DariusXVI,DariusXVI,,0,1365,1,1,2,1,1,2,1,1,1,2.5,0.000021,0.005277,0.000192,0,0.003898,2
DTeeboom,DTeeboom,,0,2493,0,3,3,0,4,4,3,0.625,0.766667,0,0,0.000173,0.000143,0,0,2
PES04971659,PES04971659,,0,2032,1,1,2,1,1,2,17,0.10819,0.125541,12.916667,0.000015,0.001756,0.000164,0,0.001803,2
h_klokkengieter,h_klokkengieter,,0,1364,1,1,2,1,1,2,1,1,1,2.5,0.000021,0.005277,0.000192,0,0.003898,2
johnvandijk1980,johnvandijk1980,,0,2494,0,2,2,0,3,3,2,0.75,0.833333,0,0,0.009825,0.000143,0,0,1
eigen_naam,eigen_naam,,0,1513,1,1,2,1,1,2,2,0.666667,0.75,2,0.000945,0.000002,0.000161,0,0.001803,2
bart4u,bart4u,,0,1556,1,1,2,1,1,2,16,0.111028,0.119415,0,0.000243,0.00483,0.000184,0.5,0.001803,0
Franzzois,Franzzois,,0,45,3,0,3,3,0,3,0,0,0,0,0.003811,0,0.000218,0,0.018757,2
Fair_balanced14,Fair_balanced14,,0,2495,0,3,3,0,3,3,16,0.110152,0.119462,0,0,0.000494,0.000143,0,0,2
Sokonomi,Sokonomi,,0,2496,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.0304,0.000143,0.5,0,1
robbynho_golf,robbynho_golf,,0,2497,0,4,4,0,4,4,1,1,1,0,0,0.002093,0.000143,0,0,2
Questionsasked3,Questionsasked3,,0,183,1,1,2,1,1,2,3,0.5,0.583333,0,0.000763,0.000906,0.000158,0.5,0.003538,0
NederlandseOrde,NederlandseOrde,,0,2498,0,4,4,0,6,6,20,0.082673,0.100184,0,0,0.041395,0.000143,0.083333,0,1
murb,murb,,0,634,1,1,2,4,4,8,18,0.092564,0.099096,0,0.000005,0.000011,0.000298,0,0.003487,2
Bimboxer,Bimboxer,,0,2499,0,2,2,0,2,2,17,0.106984,0.123541,0,0,0.000072,0.000143,0.5,0,4
Gaby61407817,Gaby61407817,,0,2500,0,3,3,0,3,3,16,0.119713,0.142603,0,0,0.011838,0.000143,0.166667,0,2
wootvangeel,wootvangeel,,0,2501,0,1,1,0,1,1,1,1,1,0,0,0.001529,0.000143,0,0,0
JoostSmits,JoostSmits,,0,2502,0,2,2,0,2,2,15,0.124054,0.135551,0,0,0.00928,0.000143,0.5,0,0
T_errible,T_errible,,0,2503,0,2,2,0,2,2,1,1,1,0,0,0.008191,0.000143,0,0,2
rpphermans,rpphermans,,0,2504,0,6,6,0,6,6,16,0.113842,0.136243,0,0,0.002764,0.000143,0.4,0,2
SintNicolaas,SintNicolaas,,0,1623,1,0,1,1,0,1,0,0,0,0,0.000052,0,0.000169,0,0.002264,2
Serendi66344766,Serendi66344766,,0,2505,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.0304,0.000143,0.5,0,1
broek_mitchell,broek_mitchell,,0,2506,0,3,3,0,3,3,16,0.11006,0.118794,0,0,0.00066,0.000143,0,0,4
helmonder112,helmonder112,,0,2507,0,2,2,0,3,3,1,1,1,0,0,0.008862,0.000143,0,0,2
conelus,conelus,,0,2508,0,2,2,0,2,2,1,1,1,0,0,0.00171,0.000143,0.5,0,1
BruceAlmachtig,BruceAlmachtig,,0,2509,0,2,2,0,2,2,20,0.082674,0.099,0,0,0.030816,0.000143,0.5,0,1
gamesandculture,gamesandculture,,0,384,1,2,3,1,2,3,1,1,1,1294.833333,0.005101,0.008468,0.000151,0,0.004293,2
MollyBr19895426,MollyBr19895426,,0,2510,0,4,4,0,4,4,16,0.119903,0.139076,0,0,0.010305,0.000143,0.333333,0,0
VriesArnoud,VriesArnoud,,0,2511,0,2,2,0,2,2,20,0.082614,0.098773,0,0,0.055636,0.000143,0.5,0,1
NielsdenBoer1,NielsdenBoer1,,0,757,1,2,3,1,2,3,1,1,1,1.333333,0.000683,0.011284,0.000155,0,0.001803,2
hnsvanniekerk,hnsvanniekerk,,0,2512,0,2,2,0,2,2,18,0.099682,0.116567,0,0,0.03297,0.000143,0.5,0,1
CoenGeensen,CoenGeensen,,0,571,1,1,2,1,1,2,1,1,1,0.375,0.000046,0.005277,0.000148,0,0.003353,2
GiBordo,GiBordo,,0,634,1,5,6,1,5,6,16,0.127062,0.149074,14428.892857,0.00003,0.011942,0.000154,0,0.002798,2
1949Thor,1949Thor,,0,570,1,1,2,1,1,2,1,1,1,0.375,0.000046,0.005277,0.000148,0,0.003353,2
LiekeFvD,LiekeFvD,,0,1967,1,2,3,1,2,3,3,0.555556,0.666667,0,0.000073,0.00101,0.000191,0.5,0.002328,1
hsh492020,hsh492020,,0,211,2,0,2,2,0,2,0,0,0,0,0.002329,0,0.000194,1,0.009837,2
TimJansen1985,TimJansen1985,,0,2513,0,3,3,0,3,3,21,0.078175,0.09662,0,0,0.011459,0.000143,0.333333,0,2
TigchMel,TigchMel,,0,2514,0,2,2,0,2,2,25,0.059268,0.067454,0,0,0.001746,0.000143,0,0,2
Anja25144484,Anja25144484,,0,1662,1,3,4,1,3,4,23,0.067978,0.082097,64.5,0.000004,0.00676,0.000168,0,0.002264,2
muontswurk,muontswurk,,0,2515,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.000085,0.000143,0.5,0,0
jjgerrits,jjgerrits,,0,567,1,1,2,1,1,2,1,1,1,0.209524,0.000046,0.008447,0.000148,0,0.003353,2
marco29dec71,marco29dec71,,0,2516,0,4,4,0,4,4,15,0.124879,0.137892,0,0,0.009816,0.000143,0.5,0,0
tweetmenno,tweetmenno,,0,634,3,2,5,6,2,8,16,0.110741,0.119848,3736.166667,0.007329,0.001438,0.000227,0.25,0.008892,4
fairtradetruck,fairtradetruck,,0,851,2,0,2,5,0,5,0,0,0,0,0.000551,0,0.000247,1,0.005343,0
Botbijltje,Botbijltje,,0,850,2,0,2,5,0,5,0,0,0,0,0.000551,0,0.000247,1,0.005343,0
KaySchwarz3,KaySchwarz3,,0,1139,1,1,2,1,1,2,1,1,1,3,0.002337,0.000498,0.000166,0,0.002789,2
elvisthekingo,elvisthekingo,,0,2517,0,5,5,0,5,5,19,0.093551,0.118054,0,0,0.037566,0.000143,0,0,1
jaapbvos,jaapbvos,,0,1535,2,0,2,2,0,2,0,0,0,0,0.003147,0,0.000208,0,0.003606,1
HWEWINeo,HWEWINeo,,0,2518,0,2,2,0,2,2,1,1,1,0,0,0.001566,0.000143,0,0,2
Simne20,Simne20,,0,2519,0,5,5,0,5,5,15,0.127076,0.143024,0,0,0.009958,0.000143,0.5,0,0
DrsVincent1,DrsVincent1,,0,1661,1,1,2,1,1,2,1,1,1,2,0.000004,0.010844,0.000168,0,0.002264,2
harry59degroot,harry59degroot,,0,2520,0,1,1,0,1,1,18,0.097702,0.109932,0,0,0.000282,0.000143,0,0,2
Robert40715191,Robert40715191,,0,2521,0,4,4,0,7,7,20,0.083401,0.103421,0,0,0.033219,0.000143,0.166667,0,1
Tr1stan29,Tr1stan29,,0,2522,0,3,3,0,6,6,17,0.104381,0.117159,0,0,0.025352,0.000143,0,0,2
LichtDerRede,LichtDerRede,,0,647,4,4,8,10,11,21,15,0.127529,0.144705,1188.707143,0.002031,0.002417,0.000262,0.261905,0.00898,4
RonaldJager76,RonaldJager76,,0,3,1,3,4,2,7,9,1,1,1,0,0.000267,0.005518,0.000225,0.333333,0.004381,2
shtsocialmedia,shtsocialmedia,,0,2523,0,1,1,0,2,2,1,1,1,0,0,0.008447,0.000143,0,0,2
RoelandRuijsch,RoelandRuijsch,,0,1160,1,0,1,1,0,1,0,0,0,0,0.000055,0,0.000183,0,0.002397,2
susannefoort,susannefoort,,0,265,1,1,2,1,1,2,1,1,1,4.833333,0.00133,0.009801,0.000162,0,0.004164,1
thefraudfighter,thefraudfighter,,0,2268,1,1,2,1,1,2,1,1,1,0.5,0.000042,0.001529,0.000159,0,0.001803,2
PierreFranssen,PierreFranssen,,0,2,2,0,2,2,0,2,0,0,0,0,0.000543,0,0.000288,1,0.006959,2
Colinda84breda,Colinda84breda,,0,2524,0,1,1,0,1,1,16,0.111028,0.119415,0,0,0.00483,0.000143,0,0,0
Cathikpsmlng,Cathikpsmlng,,0,2525,0,1,1,0,1,1,16,0.121754,0.136662,0,0,0,0.000143,0,0,2
MiesjeB,MiesjeB,,0,634,1,2,3,1,2,3,16,0.111135,0.120291,7554.28685,0.000071,0.006239,0.00043,0.166667,0.008227,2
ozlm_bozkurt,ozlm_bozkurt,,0,2526,0,1,1,0,1,1,1,1,1,0,0,0.005964,0.000143,0,0,3
tdew1987,tdew1987,,0,1152,2,2,4,3,2,5,21,0.077779,0.094754,0,0.001927,0.000099,0.000239,0.5,0.005792,3
RogierD,RogierD,,0,1142,3,0,3,4,0,4,0,0,0,0,0.001932,0,0.00034,0.666667,0.008779,3
justKees,justKees,,0,2527,0,3,3,0,3,3,21,0.078175,0.09662,0,0,0.011459,0.000143,0.333333,0,2
ursela_,ursela_,,0,2528,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.034775,0.000143,0,0,1
MKSanderse,MKSanderse,,0,1054,1,4,5,1,4,5,21,0.076763,0.091541,0,0.003849,0.031889,0.000162,0.333333,0.002328,1
EHotlover,EHotlover,,0,2529,0,2,2,0,2,2,2,0.666667,0.75,0,0,0.000705,0.000143,0,0,0
jurjenvdijk,jurjenvdijk,,0,1395,1,3,4,1,3,4,15,0.131069,0.156209,0,0.000102,0.002069,0.000222,0.333333,0.003261,3
thunderdome5567,thunderdome5567,,0,934,1,4,5,3,12,15,2,0.833333,0.9,0,0.00003,0.000598,0.000182,0.25,0.002328,2
jonkvrouw44,jonkvrouw44,,0,2530,0,2,2,0,2,2,1,1,1,0,0,0.002536,0.000143,0,0,1
RonNoordman,RonNoordman,,0,2531,0,2,2,0,2,2,1,1,1,0,0,0.013724,0.000143,0,0,2
kathinka567,kathinka567,,0,2532,0,3,3,0,3,3,1,1,1,0,0,0.011004,0.000143,0.166667,0,2
leeuwardengas,leeuwardengas,,0,687,2,0,2,2,0,2,0,0,0,0,0.001393,0,0.000201,0,0.005138,2
artbysophia,artbysophia,,0,2533,1,4,5,3,4,7,17,0.111207,0.125364,0,0.00009,0.00179,0.000182,0.416667,0.002328,4
pasje1974,pasje1974,,0,2533,1,4,5,1,12,13,17,0.111207,0.125364,0,0.00009,0.00179,0.000182,0.416667,0.002328,4
RijnMary,RijnMary,,0,2534,0,1,1,0,1,1,1,1,1,0,0,0.008447,0.000143,0,0,2
Zantjezz,Zantjezz,,0,2535,0,7,7,0,9,9,21,0.078589,0.104038,0,0,0.012016,0.000143,0.190476,0,2
LydiaLemmens3,LydiaLemmens3,,0,120,2,0,2,2,0,2,0,0,0,0,0.00116,0,0.00019,0.5,0.009584,2
Cover2412,Cover2412,,0,627,1,2,3,1,2,3,1,1,1,1295,0.000191,0.008493,0.000165,0,0.002333,2
HZJ752,HZJ752,,0,2424,1,1,2,1,1,2,16,0.110165,0.118376,0,0.000332,0,0.000196,0,0.002328,3
Ouwejongenskre1,Ouwejongenskre1,,0,1327,1,1,2,1,1,2,1,1,1,0.5,0.00006,0.000415,0.000151,0,0.001803,1
Lyn29090700,Lyn29090700,,0,2536,0,2,2,0,2,2,1,1,1,0,0,0.00852,0.000143,0.5,0,2
GeesjevanD,GeesjevanD,,0,2537,0,2,2,0,2,2,16,0.111123,0.120267,0,0,0.004843,0.000143,0.5,0,0
EricMirko_,EricMirko_,,0,2538,0,4,4,0,4,4,19,0.095273,0.117494,0,0,0.030803,0.000143,0.416667,0,1
