Id,Label,timeset,componentnumber,strongcompnum,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,clustering,eigencentrality,modularity_class
Annetbregman,Annetbregman,,0,1632,0,3,3,0,3,3,15,0.134007,0.151301,0,0,0.004756,0.000143,0.166667,0,0
LPieterszn,LPieterszn,,0,1509,3,2,5,3,3,6,15,0.123417,0.133948,1009.333333,0.000478,0.006005,0.000269,0.1,0.005409,0
AFCACBS020XXX,AFCACBS020XXX,,0,1633,1,1,2,1,1,2,2,0.666667,0.75,2,0,0.024975,0.000265,0,0.001803,1
audiofiel,audiofiel,,0,1634,0,3,3,0,3,3,19,0.089198,0.101878,0,0,0.001035,0.000143,0,0,1
Cees026,Cees026,,0,537,1,3,4,1,3,4,2,0.548387,0.588235,14728.904701,0.000481,0.00005,0.00019,0.083333,0.006227,2
Therealbulldog1,Therealbulldog1,,0,1635,0,4,4,0,4,4,16,0.116355,0.143826,0,0,0.00999,0.000143,0.083333,0,0
tisaltijdwa,tisaltijdwa,,0,1636,0,6,6,0,7,7,16,0.123775,0.141689,0,0,0.033932,0.000143,0.166667,0,1
Twin57Dian,Twin57Dian,,0,1637,0,4,4,0,4,4,1,1,1,0,0,0.000352,0.000143,0.416667,0,2
SamenVoorNL,SamenVoorNL,,0,1110,2,0,2,2,0,2,0,0,0,0,0.000034,0,0.000255,0.5,0.005123,2
immykhanz,immykhanz,,0,1111,2,2,4,5,2,7,2,0.75,0.833333,0,0.000034,0.000349,0.000255,0.5,0.005123,2
vanDerBlije,vanDerBlije,,0,876,2,6,8,4,6,10,16,0.135167,0.170286,893.75,0.001832,0.025956,0.00016,0.035714,0.006035,2
Appelsaus2,Appelsaus2,,0,1638,0,1,1,0,1,1,1,1,1,0,0,0.000175,0.000143,0,0,1
Jkr653,Jkr653,,0,634,5,4,9,5,4,9,17,0.098737,0.110789,12073.561974,0.002685,0.000441,0.000313,0.053571,0.01476,2
MaliaKreta,MaliaKreta,,0,1639,0,2,2,0,2,2,20,0.082799,0.100128,0,0,0.04251,0.000143,1,0,1
Willem56976758,Willem56976758,,0,1640,0,1,1,0,1,1,1,1,1,0,0,0.005964,0.000143,0,0,3
flomotions,flomotions,,0,1641,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.004109,0.000143,0,0,2
firdgumPeter,firdgumPeter,,0,1643,0,4,4,0,5,5,17,0.107432,0.130179,0,0,0.001856,0.000143,0.166667,0,1
JLO6157,JLO6157,,0,1644,0,3,3,0,3,3,1,1,1,0,0,0.001346,0.000143,0,0,2
Gradje34555934,Gradje34555934,,0,1645,0,2,2,0,2,2,16,0.112909,0.135227,0,0,0.000829,0.000143,0,0,2
henk382,henk382,,0,634,2,2,4,2,2,4,20,0.082633,0.098949,485.141703,0.004224,0.030781,0.000184,0.083333,0.010381,4
KeesdeVries69,KeesdeVries69,,0,1646,0,1,1,0,1,1,17,0.098292,0.111006,0,0,0.000014,0.000143,0,0,2
RobHage,RobHage,,0,1647,0,1,1,0,1,1,16,0.108577,0.125941,0,0,0.002259,0.000143,0,0,2
UitIJsselmonde,UitIJsselmonde,,0,1625,1,1,2,1,1,2,2,0.666667,0.75,0.5,0.003006,0.024975,0.000152,0,0.001803,1
Markenmies,Markenmies,,0,1648,0,2,2,0,2,2,16,0.117054,0.136782,0,0,0.000617,0.000143,0,0,2
TimonHelden,TimonHelden,,0,1649,0,2,2,0,2,2,16,0.108588,0.126425,0,0,0.002969,0.000143,0.5,0,2
PHeisterkamp,PHeisterkamp,,0,634,1,3,4,2,4,6,16,0.112923,0.125346,0,0.000507,0.000198,0.000236,0.333333,0.00708,0
maikeltjeonline,maikeltjeonline,,0,408,3,0,3,6,0,6,0,0,0,0,0.000586,0,0.000363,0.333333,0.011761,0
MinPres,MinPres,,0,128,15,0,15,16,0,16,0,0,0,0,0.011523,0,0.001196,0.02381,0.088325,2
Wim04789402,Wim04789402,,0,220,3,0,3,3,0,3,0,0,0,0,0.003334,0,0.000212,0,0.010306,2
CRYPTOYR6,CRYPTOYR6,,0,1650,0,4,4,0,4,4,21,0.075801,0.084815,0,0,0.008064,0.000143,0,0,3
JennifervdBelt,JennifervdBelt,,0,229,2,0,2,2,0,2,0,0,0,0,0.005591,0,0.000166,0,0.008497,3
Agnescmv,Agnescmv,,0,1652,0,3,3,0,3,3,14,0.165123,0.202228,0,0,0.000382,0.000143,0,0,2
Sskankhunt88,Sskankhunt88,,0,1653,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.000635,0.000143,0,0,2
DarcelM8,DarcelM8,,0,634,15,2,17,15,4,19,20,0.082765,0.099434,185.190774,0.032462,0.03082,0.000818,0.066667,0.03237,1
AG28071973,AG28071973,,0,460,3,0,3,3,0,3,0,0,0,0,0.002725,0,0.000225,0,0.00665,2
ANITAPHOTOGRPHY,ANITAPHOTOGRPHY,,0,1654,0,2,2,0,2,2,18,0.099778,0.118685,0,0,0.007551,0.000143,0.5,0,2
Big_bosch,Big_bosch,,0,382,1,1,2,1,1,2,1,1,1,0,0.005101,0.003997,0.000151,0.5,0.004293,2
emerveille1789,emerveille1789,,0,1655,0,4,4,0,6,6,3,0.5625,0.685185,0,0,0.006819,0.000143,0,0,2
Fred1967,Fred1967,,0,1656,0,2,2,0,4,4,17,0.108497,0.129417,0,0,0.002545,0.000143,0,0,4
Willem09069039,Willem09069039,,0,1658,0,6,6,0,6,6,15,0.120614,0.143182,0,0,0.000328,0.000143,0,0,2
BertWierenga2,BertWierenga2,,0,761,1,2,3,1,2,3,17,0.096617,0.107622,515.583333,0.00011,0.001297,0.000183,0,0.002795,4
juvadewe,juvadewe,,0,760,1,4,5,1,8,9,16,0.106792,0.122355,1541.583333,0.000065,0.000361,0.000221,0,0.002387,4
Scalibq,Scalibq,,0,1660,1,7,8,2,18,20,14,0.141726,0.161614,1010,0.000021,0.000417,0.000179,0.119048,0.002328,2
IntellectualDa9,IntellectualDa9,,0,634,2,1,3,2,2,4,14,0.140504,0.154748,0,0.000069,0.000002,0.001506,0.5,0.013344,2
MarjavanCaem,MarjavanCaem,,0,1667,1,7,8,1,7,8,18,0.101943,0.131463,1035,0.00002,0.000085,0.000204,0,0.001803,2
hagel67188144,hagel67188144,,0,1666,1,2,3,1,2,3,1,1,1,2,0.000004,0.005102,0.000168,0,0.002264,2
cervo85,cervo85,,0,1668,0,2,2,0,2,2,15,0.123476,0.134012,0,0,0.004655,0.000143,0.5,0,0
EricBruining,EricBruining,,0,634,3,5,8,7,5,12,16,0.131936,0.160968,0,0.008976,0.013137,0.000203,0.466667,0.01786,2
RubADuBRubsoll,RubADuBRubsoll,,0,634,4,20,24,5,33,38,13,0.184847,0.223464,84347.052459,0.00418,0.060506,0.000526,0.017316,0.016413,1
Mastie01,Mastie01,,0,1669,0,1,1,0,1,1,1,1,1,0,0,0.001705,0.000143,0,0,1
dragonnl,dragonnl,,0,1671,0,2,2,0,2,2,2,0.625,0.7,0,0,0.000005,0.000143,0,0,2
ConnydenHartog1,ConnydenHartog1,,0,1670,1,1,2,1,1,2,1,1,1,0.5,0,0.010844,0.000204,0,0.001803,2
Frankieb152,Frankieb152,,0,1665,2,8,10,2,10,12,2,0.785714,0.863636,31,0.000243,0.031123,0.000209,0,0.004067,1
gtratwar,gtratwar,,0,1672,0,6,6,0,6,6,18,0.092917,0.104117,0,0,0.007734,0.000143,0.033333,0,2
kilianhekhuis,kilianhekhuis,,0,657,2,5,7,3,5,8,17,0.110371,0.134576,1915.95,0.003283,0.044444,0.000218,0.233333,0.007524,1
diabetescheck,diabetescheck,,0,1676,0,13,13,0,17,17,16,0.110755,0.139973,0,0,0.010025,0.000143,0.012821,0,1
Pika_Gamy,Pika_Gamy,,0,1675,1,2,3,1,2,3,18,0.099778,0.118685,132,0.000502,0.007551,0.000153,0.166667,0.001803,2
HarbingerNL,HarbingerNL,,0,1677,0,1,1,0,1,1,1,1,1,0,0,0.009801,0.000143,0,0,1
onverschrokken,onverschrokken,,0,1678,0,2,2,0,2,2,16,0.113541,0.12545,0,0,0.004991,0.000143,0,0,1
paulhuizer,paulhuizer,,0,1664,1,1,2,1,1,2,18,0.092654,0.100138,4,0.000004,0.000054,0.000168,0,0.002264,2
MakhanRishwan,MakhanRishwan,,0,1679,0,2,2,0,2,2,20,0.082614,0.098773,0,0,0.055636,0.000143,0.5,0,1
OortjesE,OortjesE,,0,1657,1,1,2,1,1,2,1,1,1,0.333333,0.000016,0.010844,0.000164,0,0.001803,2
SterkVest,SterkVest,,0,1681,0,2,2,0,4,4,3,0.555556,0.666667,0,0,0.000001,0.000143,0,0,2
Ricardofortes42,Ricardofortes42,,0,1680,2,2,4,2,3,5,2,0.75,0.833333,5,0.000005,0.000261,0.000245,0.083333,0.003606,2
albertheijn,albertheijn,,0,420,5,0,5,5,0,5,0,0,0,0,0.003825,0,0.000403,0,0.016085,3
LauraBromet,LauraBromet,,0,347,7,0,7,8,0,8,0,0,0,0,0.00367,0,0.000776,0,0.016258,2
Vosskke,Vosskke,,0,255,1,2,3,1,2,3,1,1,1,164.733333,0.000494,0.002282,0.000188,0,0.002943,1
19joker67,19joker67,,0,288,1,5,6,1,5,6,2,0.666667,0.75,1449.242507,0.001048,0.013914,0.00016,0.066667,0.003433,2
SerTheFun,SerTheFun,,0,1492,1,2,3,1,2,3,1,1,1,2,0.000002,0.005663,0.000184,0,0.001803,2
monique31963,monique31963,,0,459,2,2,4,2,2,4,1,1,1,27.333333,0.003064,0.014443,0.000179,0.083333,0.006553,2
Jiriki108,Jiriki108,,0,259,5,0,5,5,0,5,0,0,0,0,0.011959,0,0.000234,0,0.015219,3
Jeejtje1,Jeejtje1,,0,1682,0,2,2,0,2,2,17,0.103694,0.115097,0,0,0.001247,0.000143,1,0,2
HermanToonde,HermanToonde,,0,370,1,2,3,1,4,5,1,1,1,0,0.000097,0.00193,0.000228,0.333333,0.004093,2
plantoinette,plantoinette,,0,1683,0,3,3,0,3,3,20,0.082812,0.100774,0,0,0.067485,0.000143,0.5,0,1
opienienie,opienienie,,0,1642,1,1,2,2,1,3,1,1,1,0,0.000093,0.001705,0.000174,0.5,0.001803,1
AvanStraaten,AvanStraaten,,0,38,72,0,72,87,0,87,0,0,0,0,0.048318,0,0.003738,0.005086,0.184763,2
lmaakt,lmaakt,,0,1684,0,1,1,0,2,2,1,1,1,0,0,0.001108,0.000143,0,0,1
stillemidden,stillemidden,,0,1685,0,5,5,0,5,5,17,0.10842,0.130004,0,0,0.006801,0.000143,0.05,0,2
Boyke07054296,Boyke07054296,,0,595,1,1,2,1,1,2,2,0.666667,0.75,417.9,0.000046,0.000749,0.000148,0,0.003353,2
RoelVanDerWal1,RoelVanDerWal1,,0,631,1,2,3,1,2,3,1,1,1,720.283333,0.001876,0.006613,0.000152,0,0.002982,2
ErikvandeVelde4,ErikvandeVelde4,,0,634,2,4,6,2,4,6,20,0.082779,0.100403,34.874107,0.003171,0.03892,0.000547,0.2,0.012396,1
VlaamscheLeeuw,VlaamscheLeeuw,,0,1686,0,1,1,0,1,1,1,1,1,0,0,0.005964,0.000143,0,0,3
MarbleMeen,MarbleMeen,,0,1687,0,4,4,0,4,4,16,0.108773,0.128366,0,0,0.005679,0.000143,0,0,2
JagerGeert,JagerGeert,,0,634,1,3,4,3,3,6,17,0.10285,0.11428,1336.098413,0.002437,0.004411,0.000152,0,0.00251,2
Witty966,Witty966,,0,1688,0,3,3,0,3,3,17,0.10834,0.127192,0,0,0.004739,0.000143,0,0,2
448voyager,448voyager,,0,634,2,14,16,3,21,24,16,0.119237,0.162088,2640.283333,0.001882,0.0903,0.000193,0.057143,0.004785,1
Pieter26905182,Pieter26905182,,0,1689,0,2,2,0,2,2,1,1,1,0,0,0.006021,0.000143,0,0,2
Karlijn22,Karlijn22,,0,634,1,2,3,2,2,4,21,0.076626,0.089457,1322.616667,0.000491,0.001972,0.000155,0,0.003768,2
DutchAlmost,DutchAlmost,,0,1691,0,2,2,0,2,2,1,1,1,0,0,0.000073,0.000143,0,0,3
OnredelijkR,OnredelijkR,,0,1692,1,1,2,2,1,3,20,0.0826,0.098127,184.277778,0.001271,0.030661,0.000184,0,0.001803,2
denise8516,denise8516,,0,959,3,4,7,4,4,8,16,0.111267,0.121925,2097.75,0.000099,0.007305,0.00023,0.095238,0.006921,2
PrinsesChrissie,PrinsesChrissie,,0,1690,2,0,2,2,0,2,0,0,0,0,0.000009,0,0.000265,0,0.003606,3
w12move,w12move,,0,1693,0,3,3,0,3,3,16,0.104832,0.123659,0,0,0.000436,0.000143,0,0,1
Bariski1,Bariski1,,0,1694,0,2,2,0,2,2,20,0.082607,0.098611,0,0,0.03232,0.000143,1,0,1
beijerklaas,beijerklaas,,0,634,6,13,19,8,18,26,15,0.134638,0.164085,18151.589444,0.003191,0.029753,0.000341,0.026144,0.016092,2
JelmerJanssen,JelmerJanssen,,0,1695,0,4,4,0,5,5,15,0.13905,0.159996,0,0,0.034378,0.000143,0.166667,0,1
remco_oerend,remco_oerend,,0,634,1,1,2,2,2,4,15,0.131666,0.150429,0,0.00074,0.000199,0.000163,0,0.005723,1
jannareintje,jannareintje,,0,1696,0,2,2,0,2,2,21,0.076621,0.089562,0,0,0.001299,0.000143,0,0,2
tontiel,tontiel,,0,1698,0,5,5,0,5,5,16,0.112315,0.137962,0,0,0.001274,0.000143,0,0,2
GVelling,GVelling,,0,1697,2,6,8,2,8,10,21,0.078341,0.099699,190.95,0.000074,0.014529,0.000198,0,0.003606,1
_kattebelletje,_kattebelletje,,0,1048,3,6,9,8,19,27,16,0.111422,0.123317,1277.3,0.000802,0.005801,0.000265,0.089286,0.006577,0
Erik_Baas_Mol,Erik_Baas_Mol,,0,1048,1,3,4,2,13,15,16,0.111386,0.121868,0,0.000291,0.005316,0.000181,0.5,0.003325,0
JennyDouwes,JennyDouwes,,0,100,5,0,5,5,0,5,0,0,0,0,0.007309,0,0.000649,0,0.037584,1
050Roy,050Roy,,0,592,1,5,6,1,5,6,1,1,1,4372.559341,0.000046,0.002245,0.000148,0.1,0.003353,3
vincee2012,vincee2012,,0,656,1,3,4,1,3,4,20,0.084626,0.106685,0,0.002213,0.043008,0.000185,0.666667,0.0045,1
Skiff131,Skiff131,,0,1699,0,5,5,0,10,10,16,0.102824,0.118641,0,0,0.00547,0.000143,0.2,0,2
mwillemsen27,mwillemsen27,,0,1700,0,2,2,0,2,2,1,1,1,0,0,0.005102,0.000143,0,0,2
FvA1964,FvA1964,,0,1701,1,3,4,1,3,4,1,1,1,1,0.000182,0.003667,0.000184,0.166667,0.001803,2
werthernieland,werthernieland,,0,1702,1,2,3,1,2,3,2,0.625,0.7,6,0,0.001234,0.000446,0,0.002864,4
janverboom,janverboom,,0,1702,2,2,4,2,2,4,3,0.5,0.633333,5,0.000062,0,0.000712,0,0.004785,4
GortPiet,GortPiet,,0,1703,0,2,2,0,2,2,17,0.103694,0.115097,0,0,0.001247,0.000143,1,0,2
BMWMTurbo,BMWMTurbo,,0,591,2,2,4,2,2,4,1,1,1,1,0.000113,0.000309,0.000488,0.333333,0.005386,3
PietLekkerkerk,PietLekkerkerk,,0,591,2,1,3,2,1,3,2,0.666667,0.75,0,0.000128,0.000006,0.000376,0.5,0.005386,3
ladybugstwee_d_,ladybugstwee_d_,,0,243,4,0,4,4,0,4,0,0,0,0,0.006753,0,0.000281,0,0.014592,2
Jowst,Jowst,,0,634,2,1,3,2,1,3,16,0.118308,0.150116,3019.045833,0.004547,0.000282,0.000186,0,0.012903,3
van_raab,van_raab,,0,1704,0,2,2,0,2,2,15,0.120406,0.139279,0,0,0.000231,0.000143,0,0,1
KKorenaar,KKorenaar,,0,922,1,3,4,1,3,4,2,0.8,0.875,3.5,0.000025,0.031598,0.000156,0.083333,0.002264,2
BertusDeBoer1,BertusDeBoer1,,0,1705,0,2,2,0,3,3,1,1,1,0,0,0.003669,0.000143,0,0,2
nlvaarder,nlvaarder,,0,171,2,0,2,2,0,2,0,0,0,0,0.001363,0,0.000249,0,0.007615,2
Nadine506323341,Nadine506323341,,0,1706,0,2,2,0,2,2,15,0.138342,0.157206,0,0,0.031967,0.000143,0.5,0,1
dommelxl33,dommelxl33,,0,1707,0,2,2,0,2,2,1,1,1,0,0,0.002837,0.000143,0,0,2
BlijfAUBThuis,BlijfAUBThuis,,0,1708,0,7,7,0,7,7,22,0.071716,0.086702,0,0,0.01894,0.000143,0,0,1
Marcje2013,Marcje2013,,0,1709,0,2,2,0,2,2,17,0.108247,0.126509,0,0,0.02673,0.000143,0,0,2
PaulGJK,PaulGJK,,0,375,2,2,4,2,2,4,2,0.75,0.833333,37.833333,0.003408,0.0304,0.00023,0.166667,0.010179,3
jndkgrf,jndkgrf,,0,374,2,0,2,2,0,2,0,0,0,0,0.003562,0,0.000224,0,0.010646,2
Eddepet7,Eddepet7,,0,1710,0,2,2,0,2,2,19,0.08539,0.097009,0,0,0.000051,0.000143,0,0,3
Deadeind,Deadeind,,0,1711,0,2,2,0,2,2,18,0.092588,0.10038,0,0,0.004247,0.000143,0,0,2
Himmler47148524,Himmler47148524,,0,1713,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.003974,0.000143,0,0,0
Miss0nbekend,Miss0nbekend,,0,1712,3,0,3,3,0,3,0,0,0,0,0.000437,0,0.00029,0,0.005409,0
Leeuw692,Leeuw692,,0,1714,1,0,1,1,0,1,0,0,0,0,0.000012,0,0.000168,0,0.001803,1
centrenieuws,centrenieuws,,0,1715,0,5,5,0,5,5,22,0.071246,0.082956,0,0,0.019583,0.000143,0,0,1
Hoodau4,Hoodau4,,0,1716,0,2,2,0,2,2,18,0.099682,0.116567,0,0,0.03297,0.000143,0.5,0,1
bosatlas2000,bosatlas2000,,0,581,2,3,5,2,3,5,1,1,1,15.1,0.000107,0.017869,0.000277,0,0.005526,2
orwelliaans,orwelliaans,,0,367,1,3,4,1,3,4,2,0.8,0.875,787.166667,0.003391,0.03625,0.00016,0.083333,0.007856,2
WillemdeMug1,WillemdeMug1,,0,1717,0,2,2,0,2,2,1,1,1,0,0,0.000344,0.000143,0,0,2
spainnew2020,spainnew2020,,0,363,1,5,6,1,5,6,1,1,1,647,0.003391,0.008596,0.00016,0.233333,0.007856,3
romansarg,romansarg,,0,362,2,2,4,2,2,4,1,1,1,0,0.003821,0.008191,0.000187,0.416667,0.010772,3
Carolinesneaky,Carolinesneaky,,0,1293,2,11,13,2,14,16,20,0.085439,0.108076,1135.25,0.000579,0.0198,0.000204,0.00641,0.003606,2
WybrenvanHaga,WybrenvanHaga,,0,740,2,0,2,2,0,2,0,0,0,0,0.000995,0,0.00022,0,0.004529,2
Gaffelbaard,Gaffelbaard,,0,1718,0,1,1,0,3,3,1,1,1,0,0,0.001705,0.000143,0,0,1
JordiBuisman,JordiBuisman,,0,359,2,1,3,2,1,3,1,1,1,647,0.003821,0.000022,0.000187,0.333333,0.010772,3
JandeKnecht1970,JandeKnecht1970,,0,717,1,0,1,1,0,1,0,0,0,0,0.003535,0,0.000154,0,0.002264,2
LeefbaarRdam,LeefbaarRdam,,0,358,2,0,2,2,0,2,0,0,0,0,0.000432,0,0.000329,0.5,0.006402,3
JoannaLo8,JoannaLo8,,0,1720,0,2,2,0,2,2,1,1,1,0,0,0.000031,0.000143,0,0,1
TerlouwArie,TerlouwArie,,0,293,3,1,4,3,1,4,2,0.6,0.666667,1295.5,0.000833,0.000004,0.000362,0,0.008181,2
Cortes,Cortes,,0,634,2,3,5,2,3,5,17,0.102017,0.112789,1050,0.001081,0.003352,0.000307,0.05,0.006822,2
wolfmanjack36,wolfmanjack36,,0,1722,0,2,2,0,3,3,16,0.118905,0.136573,0,0,0.00016,0.000143,0,0,2
EdamVolendamNL,EdamVolendamNL,,0,406,2,0,2,4,0,4,0,0,0,0,0.001182,0,0.000216,0,0.006023,1
rod_jewel,rod_jewel,,0,1723,1,1,2,1,1,2,16,0.111028,0.119415,0,0.000243,0.00483,0.000204,0.5,0.001803,0
aluhoedje33,aluhoedje33,,0,1724,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.0304,0.000143,0.5,0,1
SieuwkeMisjo2,SieuwkeMisjo2,,0,1727,0,9,9,0,9,9,17,0.100953,0.116244,0,0,0.042115,0.000143,0.166667,0,1
Robinbouw8,Robinbouw8,,0,1726,2,3,5,2,3,5,16,0.111195,0.123124,2058,0.002116,0.006796,0.000218,0.1,0.003606,3
DeGeneraal_NL,DeGeneraal_NL,,0,1548,5,5,10,5,5,10,2,0.857143,0.916667,13.5,0.010217,0.04081,0.000425,0.166667,0.010708,1
DerHanz88,DerHanz88,,0,1725,1,9,10,1,9,10,2,0.846154,0.909091,3,0.002111,0.047557,0.000157,0.111111,0.001803,1
dirkvandenbroek,dirkvandenbroek,,0,1543,4,0,4,4,0,4,0,0,0,0,0.006581,0,0.000305,0.25,0.010182,1
Cat_Gaming_,Cat_Gaming_,,0,1548,2,1,3,2,1,3,3,0.5,0.555556,0,0.004156,0.000512,0.000229,0.5,0.006114,1
KzoneDD,KzoneDD,,0,1728,0,3,3,0,3,3,3,0.6,0.722222,0,0,0.005663,0.000143,0,0,0
erik13143188,erik13143188,,0,1729,0,2,2,0,2,2,20,0.08181,0.090723,0,0,0.003054,0.000143,0,0,2
pieter59593256,pieter59593256,,0,634,1,3,4,1,5,6,17,0.099787,0.108998,5684.369048,0.000095,0.00704,0.000251,0,0.003996,3
FTI_momentum,FTI_momentum,,0,634,1,1,2,1,1,2,17,0.101735,0.110618,1663.940476,0.002408,0.002082,0.000234,0,0.005592,2
fvdemocratie,fvdemocratie,,0,48,5,0,5,6,0,6,0,0,0,0,0.005115,0,0.000519,0,0.024007,2
PvanHouwelingen,PvanHouwelingen,,0,1292,3,0,3,3,0,3,0,0,0,0,0.003678,0,0.0002,0,0.006793,2
mpronk1,mpronk1,,0,1730,0,4,4,0,4,4,1,1,1,0,0,0.006681,0.000143,0,0,2
LeaksFesti,LeaksFesti,,0,1731,1,4,5,1,5,6,15,0.138398,0.158336,366.266667,0.00081,0.058062,0.000149,0.15,0.001803,1
Wolligmonster,Wolligmonster,,0,1732,0,6,6,0,6,6,21,0.078351,0.099233,0,0,0.016667,0.000143,0.1,0,2
gloeiendegloei1,gloeiendegloei1,,0,634,2,15,17,2,15,17,16,0.117299,0.147978,2008.22619,0.000078,0.002929,0.000257,0.133333,0.00744,2
mckussen,mckussen,,0,634,3,2,5,3,2,5,17,0.108278,0.126413,1052.866667,0.001493,0.00211,0.000232,0.1,0.00921,2
CaptLowkey,CaptLowkey,,0,1733,0,2,2,0,2,2,1,1,1,0,0,0.027646,0.000143,0.5,0,4
HennyPlat,HennyPlat,,0,925,1,0,1,1,0,1,0,0,0,0,0.000025,0,0.000156,0,0.002264,2
noorland_chris,noorland_chris,,0,1734,0,2,2,0,2,2,18,0.099682,0.116567,0,0,0.03297,0.000143,0.5,0,1
DagelijkseLezer,DagelijkseLezer,,0,1735,0,3,3,0,3,3,3,0.583333,0.690476,0,0,0.01486,0.000143,0.166667,0,2
Azzab56917461,Azzab56917461,,0,1721,1,1,2,1,1,2,1,1,1,1,0.000008,0.001705,0.000204,0,0.001803,2
Dexperimentals,Dexperimentals,,0,1737,0,4,4,0,5,5,16,0.111338,0.122267,0,0,0.021748,0.000143,0.083333,0,3
KoenVisser5,KoenVisser5,,0,1738,0,2,2,0,3,3,15,0.12761,0.143471,0,0,0.004549,0.000143,0,0,0
klokske1981,klokske1981,,0,1740,0,1,1,0,2,2,1,1,1,0,0,0,0.000143,0,0,0
bfg1969,bfg1969,,0,1742,0,2,2,0,2,2,1,1,1,0,0,0.000441,0.000143,0,0,3
StopDeWEF,StopDeWEF,,0,1741,1,0,1,1,0,1,0,0,0,0,0.000022,0,0.000204,0,0.001803,3
patisseriesdam,patisseriesdam,,0,199,3,0,3,6,0,6,0,0,0,0,0.005468,0,0.000209,0,0.010846,3
RRootert,RRootert,,0,1743,0,3,3,0,3,3,20,0.075694,0.085194,0,0,0.004809,0.000143,0,0,0
danielvanderree,danielvanderree,,0,346,4,0,4,4,0,4,0,0,0,0,0.001241,0,0.000318,0.166667,0.011683,0
JanHoekzema,JanHoekzema,,0,1744,1,0,1,1,0,1,0,0,0,0,0.00043,0,0.000152,0,0.001803,2
Nocturnal_biped,Nocturnal_biped,,0,1745,0,4,4,0,4,4,1,1,1,0,0,0.006638,0.000143,0,0,2
Mu4d_Di3,Mu4d_Di3,,0,1482,3,0,3,3,0,3,0,0,0,0,0.000542,0,0.000259,0.166667,0.007494,1
Jaja56610058,Jaja56610058,,0,580,2,0,2,2,0,2,0,0,0,0,0.000334,0,0.000255,0,0.004603,2
Oops_the_Poops,Oops_the_Poops,,0,309,3,0,3,3,0,3,0,0,0,0,0.003287,0,0.000207,0,0.008451,2
Audire69075367,Audire69075367,,0,1747,0,3,3,0,9,9,1,1,1,0,0,0.000459,0.000143,0.166667,0,3
rv2512,rv2512,,0,1748,0,3,3,0,3,3,17,0.108156,0.136977,0,0,0.032712,0.000143,0.666667,0,1
JamalOuariachi,JamalOuariachi,,0,409,2,0,2,2,0,2,0,0,0,0,0.000195,0,0.000255,0,0.005321,2
weervenlo,weervenlo,,0,634,2,3,5,2,3,5,20,0.083266,0.103273,1712.866306,0.003754,0.042617,0.000188,0.333333,0.007059,1
hanslaroes,hanslaroes,,0,79,6,0,6,6,0,6,0,0,0,0,0.003425,0,0.000426,0.033333,0.015573,3
cliff11111111,cliff11111111,,0,1749,0,1,1,0,1,1,1,1,1,0,0,0.000179,0.000143,0,0,3
fuelyourlife100,fuelyourlife100,,0,1752,1,9,10,1,9,10,16,0.110486,0.137281,1829.557143,0.000583,0.012955,0.000175,0.013889,0.003261,3
CsEmma1503,CsEmma1503,,0,634,1,4,5,1,4,5,15,0.130402,0.159906,6547.840847,0.000001,0.035606,0.000248,0.05,0.002415,0
matureflesh,matureflesh,,0,1754,1,3,4,1,3,4,1,1,1,3,0.000024,0.000175,0.000184,0,0.001803,2
BrigadierPoez,BrigadierPoez,,0,1156,3,0,3,3,0,3,0,0,0,0,0.000138,0,0.000302,0,0.006332,2
ultraviolet53,ultraviolet53,,0,1083,2,1,3,2,1,3,1,1,1,11,0.000113,0.005496,0.000221,0.333333,0.005354,3
IsWelZo,IsWelZo,,0,926,2,1,3,2,1,3,1,1,1,1.5,0.00029,0.010844,0.000217,0,0.004067,2
KAFKA_Dev,KAFKA_Dev,,0,212,3,0,3,3,0,3,0,0,0,0,0.002163,0,0.000242,0,0.008715,2
jobboersma,jobboersma,,0,1755,0,2,2,0,2,2,1,1,1,0,0,0.000297,0.000143,0,0,1
DorisdeJong1,DorisdeJong1,,0,200,1,6,7,1,6,7,2,0.666667,0.75,3144.060179,0.001752,0.03748,0.000154,0.02381,0.002968,3
JuanW37285683,JuanW37285683,,0,1756,0,3,3,0,4,4,24,0.0629,0.072713,0,0,0.006424,0.000143,0,0,1
bsluijter,bsluijter,,0,1757,0,2,2,0,2,2,3,0.5,0.611111,0,0,0.002953,0.000143,0,0,2
devineskye,devineskye,,0,1600,1,1,2,1,1,2,16,0.112946,0.124256,1033,0,0.000142,0.000265,0,0.001803,0
Rondag661,Rondag661,,0,1758,0,2,2,0,2,2,23,0.067235,0.080393,0,0,0.000017,0.000143,0,0,2
ELMNTFTR,ELMNTFTR,,0,1759,0,3,3,0,3,3,16,0.11147,0.122233,0,0,0.005316,0.000143,0.5,0,0
Ellen_Deling2,Ellen_Deling2,,0,1760,0,2,2,0,2,2,3,0.545455,0.638889,0,0,0.006071,0.000143,0,0,1
MichielT37,MichielT37,,0,454,5,3,8,9,5,14,2,0.8,0.875,6,0.00214,0.000473,0.001388,0.35,0.020519,1
