Id,Label,timeset,componentnumber,strongcompnum,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,clustering,eigencentrality
bartroemker,bartroemker,,0,492,4,6,10,5,6,11,22,0.072725,0.096928,2724.8,0.001888,0.070728,5,0.000249,0.166667,0.010649
Beltel21,Beltel21,,0,492,4,4,8,5,5,10,23,0.067884,0.08672,2425.333333,0.005793,0.011693,5,0.000202,0.190476,0.012436
EenGraag,EenGraag,,0,1471,1,3,4,1,3,4,23,0.067964,0.086592,0,0.00078,0.006534,5,0.000124,0.583333,0.001911
WhoAreYouRoy,WhoAreYouRoy,,0,1473,0,3,3,0,3,3,23,0.093087,0.109235,0,0,0.000475,5,0.000113,0,0
DdDirkdijkstra,DdDirkdijkstra,,0,1474,0,1,1,0,1,1,1,1,1,0,0,0.010848,1,0.000113,0,0
rienbrans,rienbrans,,0,997,1,0,1,1,0,1,0,0,0,0,0.000507,0,0,0.000127,0,0.002467
GijsBaller,GijsBaller,,0,595,7,7,14,8,8,16,2,0.684211,0.769231,184.366667,0.006366,0.040422,0,0.000327,0.043956,0.019417
Eelke69838340,Eelke69838340,,0,880,3,1,4,4,1,5,1,1,1,0,0.0007,0.000257,0,0.00018,0.25,0.007463
JustmeNoelleZ,JustmeNoelleZ,,0,1470,1,0,1,1,0,1,0,0,0,0,0.00078,0,5,0.000124,0,0.001911
vissermc76,vissermc76,,0,1476,2,6,8,3,6,9,22,0.090064,0.118784,1097,0.000581,0.034222,4,0.000161,0.035714,0.004871
frans5010,frans5010,,0,1475,1,0,1,1,0,1,0,0,0,0,0.001682,0,4,0.000136,0,0.003017
Jeffert43818241,Jeffert43818241,,0,1477,0,1,1,0,1,1,23,0.092809,0.106548,0,0,0.000463,5,0.000113,0,0
TheovanRossum4,TheovanRossum4,,0,686,2,4,6,4,4,8,20,0.122828,0.166999,0,0.004314,0.006567,5,0.000133,0.5,0.008483
Digifotofan,Digifotofan,,0,650,3,0,3,6,0,6,0,0,0,0,0.004637,0,5,0.000162,1,0.011901
BaviaanBen,BaviaanBen,,0,1478,0,3,3,0,3,3,3,0.6,0.722222,0,0,0.012891,1,0.000113,0,0
alexvncuijk,alexvncuijk,,0,1479,0,1,1,0,2,2,1,1,1,0,0,0.013305,0,0.000113,0,0
haaskno,haaskno,,0,1480,0,1,1,0,1,1,23,0.094055,0.110562,0,0,0.004963,2,0.000113,0,0
Wedderplase,Wedderplase,,0,492,2,2,4,8,13,21,22,0.072033,0.086267,0,0.003627,0.029852,1,0.003354,1,0.217501
AndreHatzman,AndreHatzman,,0,492,2,2,4,8,19,27,22,0.072033,0.086267,0,0.003627,0.029852,1,0.003354,1,0.217501
johan100350,johan100350,,0,492,1,6,7,2,7,9,24,0.09646,0.141655,368.47619,0.001389,0.004262,0,0.000123,0.166667,0.005616
mmwgerritsma,mmwgerritsma,,0,1482,0,2,2,0,2,2,1,1,1,0,0,0.001551,5,0.000113,0,0
renedv64,renedv64,,0,1485,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000336,1,0.000113,0,0
lewinskylou2,lewinskylou2,,0,1484,10,1,11,10,1,11,1,1,1,13,0.006837,0.000153,1,0.000644,0.009091,0.019671
melle95331968,melle95331968,,0,1488,3,5,8,3,5,8,23,0.067753,0.084244,677,0.004152,0.02675,1,0.000179,0.190476,0.006413
LSchrage,LSchrage,,0,1487,1,0,1,1,0,1,0,0,0,0,0.001315,0,1,0.000143,0,0.003454
JumpingJohnny5,JumpingJohnny5,,0,763,1,2,3,1,2,3,22,0.088871,0.109566,0,0.001588,0.031829,1,0.000131,0.5,0.00296
mterburg,mterburg,,0,1489,0,2,2,0,2,2,1,1,1,0,0,0.004033,0,0.000113,0,0
Tekken3Enjoyer,Tekken3Enjoyer,,0,1491,0,3,3,0,3,3,22,0.088991,0.110886,0,0,0.031906,1,0.000113,0.166667,0
kreupelino,kreupelino,,0,1490,1,0,1,1,0,1,0,0,0,0,0.001568,0,1,0.000145,0,0.001911
AlxndraSparker,AlxndraSparker,,0,582,3,0,3,3,0,3,0,0,0,0,0.004589,0,1,0.000176,0,0.008924
Sanne67848247,Sanne67848247,,0,1492,0,4,4,0,4,4,2,0.611111,0.681818,0,0,0.011493,5,0.000113,0.083333,0
Arjan_Otter,Arjan_Otter,,0,881,1,5,6,1,9,10,25,0.060833,0.079842,6,0.000031,0.003401,0,0.000143,0.15,0.003532
CremersTon,CremersTon,,0,1493,0,2,2,0,3,3,2,0.75,0.833333,0,0,0.032486,1,0.000113,0,0
HappyBeeGood,HappyBeeGood,,0,1499,1,11,12,1,11,12,22,0.118412,0.167806,682,0.000013,0.014862,0,0.000161,0.015152,0.001911
OTTO45520061,OTTO45520061,,0,1383,2,4,6,4,4,8,3,0.6,0.703704,45.833333,0.002546,0.017788,5,0.000144,0.033333,0.006067
J00st013,J00st013,,0,1498,1,0,1,1,0,1,0,0,0,0,0.00073,0,0,0.000125,0,0.002399
honestmarcel38,honestmarcel38,,0,1497,1,0,1,1,0,1,0,0,0,0,0.00073,0,0,0.000125,0,0.002399
RDJ134,RDJ134,,0,1496,1,0,1,1,0,1,0,0,0,0,0.00073,0,0,0.000125,0,0.002399
OVriendjes,OVriendjes,,0,1500,0,1,1,0,1,1,2,0.6,0.666667,0,0,0.000556,1,0.000113,0,0
Henk21351442,Henk21351442,,0,1503,0,4,4,0,4,4,1,1,1,0,0,0.001423,1,0.000113,0,0
elmarveerman,elmarveerman,,0,1502,1,0,1,1,0,1,0,0,0,0,0.00007,0,1,0.000137,0,0.001911
jerryafraid,jerryafraid,,0,1501,1,0,1,1,0,1,0,0,0,0,0.00007,0,1,0.000137,0,0.001911
kayotickitchen,kayotickitchen,,0,492,5,4,9,10,10,20,22,0.104212,0.13107,71683.057143,0.001719,0.011633,2,0.003612,0.285714,0.134996
monkeyzandwich,monkeyzandwich,,0,1504,0,3,3,0,3,3,23,0.080355,0.094766,0,0,0.024157,1,0.000113,0,0
zcjaais,zcjaais,,0,1505,0,5,5,0,5,5,1,1,1,0,0,0.001811,5,0.000113,0,0
pensioenjaren,pensioenjaren,,0,1506,0,6,6,0,6,6,1,1,1,0,0,0.021852,3,0.000113,0,0
2eKamertweets,2eKamertweets,,0,599,9,0,9,10,0,10,0,0,0,0,0.008632,0,3,0.000266,0,0.018505
YDi045,YDi045,,0,1510,0,5,5,0,5,5,22,0.107103,0.143751,0,0,0.046109,0,0.000113,0.15,0
tranz_parency,tranz_parency,,0,512,3,2,5,3,2,5,1,1,1,26,0.007343,0,0,0.000237,0,0.008306
redfishstream,redfishstream,,0,511,1,0,1,1,0,1,0,0,0,0,0,0,0,0.000214,0,0.003672
NicovanderZee,NicovanderZee,,0,745,1,1,2,1,1,2,1,1,1,0.5,0.000069,0.013305,1,0.000132,0,0.001911
ArubaRandy,ArubaRandy,,0,1511,0,1,1,0,1,1,1,1,1,0,0,0.010848,1,0.000113,0,0
spanarchist1,spanarchist1,,0,1517,0,4,4,0,4,4,25,0.080288,0.096558,0,0,0.000357,0,0.000113,0.166667,0
simonvenekamper,simonvenekamper,,0,1516,1,6,7,1,6,7,24,0.087018,0.107222,677,0.000018,0.001047,0,0.000137,0.047619,0.001911
BrinkWvd,BrinkWvd,,0,1412,2,0,2,2,0,2,0,0,0,0,0.000116,0,0,0.000169,0,0.003822
ZihniOzdil,ZihniOzdil,,0,1512,5,0,5,5,0,5,0,0,0,0,0.001609,0,0,0.000284,0.05,0.010043
Davidson7119,Davidson7119,,0,1518,0,3,3,0,3,3,22,0.072163,0.088364,0,0,0.041343,1,0.000113,0.833333,0
niet_en,niet_en,,0,492,7,2,9,10,2,12,22,0.072063,0.08701,669,0.018556,0.040431,1,0.002393,0.232143,0.09759
joekelstaaf,joekelstaaf,,0,1519,0,1,1,0,1,1,2,0.533333,0.5625,0,0,0.006156,5,0.000113,0,0
satisestnimis,satisestnimis,,0,1520,0,4,4,0,4,4,5,0.411765,0.489286,0,0,0.001812,0,0.000113,0.666667,0
BLIKOPENER333,BLIKOPENER333,,0,54,13,3,16,14,4,18,5,0.402985,0.47037,27525.5,0.008972,0.001371,0,0.000341,0.17619,0.037535
Kijkverder1,Kijkverder1,,0,54,14,5,19,14,9,23,5,0.415385,0.507407,1204,0.00902,0.002212,0,0.000389,0.213235,0.047274
MuzZ11_,MuzZ11_,,0,31,14,0,14,15,0,15,0,0,0,0,0.008663,0,0,0.000442,0.208791,0.056034
ErnestOtte,ErnestOtte,,0,1521,1,2,3,1,2,3,1,1,1,1,0.000658,0.012485,1,0.000122,0.166667,0.001911
CoenvdVen,CoenvdVen,,0,475,3,0,3,7,0,7,0,0,0,0,0.001307,0,0,0.000275,0.333333,0.011017
fully_so,fully_so,,0,1523,0,5,5,0,5,5,23,0.097322,0.124503,0,0,0.029028,0,0.000113,0.05,0
muizehuig1,muizehuig1,,0,1525,0,7,7,0,7,7,23,0.068456,0.089069,0,0,0.016751,0,0.000113,0,0
SmeetsLaw,SmeetsLaw,,0,1524,8,0,8,8,0,8,0,0,0,0,0.00868,0,0,0.000278,0,0.015844
bertpfeiffer2,bertpfeiffer2,,0,1526,0,1,1,0,1,1,1,1,1,0,0,0.000012,2,0.000113,0,0
Abbie1979,Abbie1979,,0,758,2,0,2,3,0,3,0,0,0,0,0.000254,0,2,0.000225,0,0.005254
erik_wijst,erik_wijst,,0,1527,0,4,4,0,4,4,18,0.110456,0.145729,0,0,0.008913,4,0.000113,0.166667,0
thierrybaudet,thierrybaudet,,0,55,62,0,62,78,0,78,0,0,0,0,0.049753,0,4,0.0018,0.005024,0.149702
JJachthuizen,JJachthuizen,,0,1530,0,13,13,0,24,24,22,0.091151,0.129569,0,0,0.085952,1,0.000113,0.096154,0
woonnomade,woonnomade,,0,1534,0,5,5,0,5,5,1,1,1,0,0,0.013624,0,0.000113,0.05,0
TomBeen,TomBeen,,0,1533,2,0,2,2,0,2,0,0,0,0,0.001679,0,0,0.000141,0,0.003822
MRoodbaard,MRoodbaard,,0,1535,0,1,1,0,1,1,1,1,1,0,0,0.000185,1,0.000113,0,0
Cowboytandarts,Cowboytandarts,,0,1536,0,3,3,0,3,3,23,0.094318,0.113238,0,0,0.009124,2,0.000113,0,0
thomaspraatmee,thomaspraatmee,,0,1538,0,3,3,0,3,3,18,0.108538,0.13886,0,0,0.002266,0,0.000113,0,0
man29jr,man29jr,,0,1539,0,1,1,0,1,1,1,1,1,0,0,0.006854,0,0.000113,0,0
GVDB58520186,GVDB58520186,,0,492,2,6,8,4,6,10,16,0.119517,0.141816,1864.291667,0.00171,0.019207,1,0.000219,0.047619,0.010971
Karhu12610602,Karhu12610602,,0,1541,0,3,3,0,3,3,23,0.096073,0.117125,0,0,0.000619,5,0.000113,0,0
loosknijn,loosknijn,,0,760,5,5,10,8,5,13,22,0.105818,0.134213,1733.359524,0.003142,0.015395,2,0.000312,0.027778,0.011964
BrutaleP,BrutaleP,,0,1540,1,0,1,1,0,1,0,0,0,0,0.00003,0,5,0.000145,0,0.001911
WaqJohn,WaqJohn,,0,1542,0,4,4,0,4,4,2,0.833333,0.9,0,0,0.014596,4,0.000113,0.083333,0
rob7681,rob7681,,0,1543,0,2,2,0,2,2,23,0.094519,0.113408,0,0,0.005124,4,0.000113,0,0
royramaker,royramaker,,0,576,2,3,5,2,3,5,22,0.102552,0.123662,328.25,0.003286,0.004907,4,0.000164,0.05,0.004799
gas_tegen,gas_tegen,,0,1549,0,3,3,0,3,3,25,0.083446,0.107019,0,0,0.000176,0,0.000113,0.166667,0
pindakaasjunk,pindakaasjunk,,0,1548,2,4,6,2,4,6,24,0.090726,0.122419,734,0.000108,0.00373,0,0.000177,0.066667,0.003822
lexsijtsma2,lexsijtsma2,,0,1551,0,2,2,0,2,2,2,0.5625,0.611111,0,0,0.006171,5,0.000113,0,0
jurro1981,jurro1981,,0,1550,1,0,1,1,0,1,0,0,0,0,0.000303,0,5,0.000161,0,0.001911
DZevenbergen,DZevenbergen,,0,1,1,0,1,1,0,1,0,0,0,0,0.00089,0,0,0.000157,0,0.002399
CollectiMe,CollectiMe,,0,1552,0,3,3,0,3,3,2,0.8,0.875,0,0,0.004349,0,0.000113,0,0
Ferdo76,Ferdo76,,0,1553,0,1,1,0,1,1,1,1,1,0,0,0.006854,0,0.000113,0,0
WilcovdHeijden,WilcovdHeijden,,0,1554,0,1,1,0,1,1,1,1,1,0,0,0.003536,0,0.000113,0,0
Albert31443794,Albert31443794,,0,1556,0,3,3,0,3,3,23,0.095185,0.117867,0,0,0.000485,0,0.000113,0,0
WestenIda,WestenIda,,0,1555,1,0,1,1,0,1,0,0,0,0,0.000024,0,0,0.000145,0,0.001911
briggie62,briggie62,,0,1557,0,2,2,0,2,2,1,1,1,0,0,0.000085,2,0.000113,0,0
angryinno,angryinno,,0,1558,0,1,1,0,1,1,2,0.538462,0.571429,0,0,0.00018,0,0.000113,0,0
POL_Korpschef,POL_Korpschef,,0,24,1,0,1,1,0,1,0,0,0,0,0.00078,0,5,0.00074,0,0.069332
GerritvdBurg,GerritvdBurg,,0,23,1,0,1,1,0,1,0,0,0,0,0.00078,0,5,0.00074,0,0.069332
Skeetpeet1,Skeetpeet1,,0,1559,0,1,1,0,1,1,1,1,1,0,0,0.003536,0,0.000113,0,0
VisserJack,VisserJack,,0,492,2,22,24,2,35,37,22,0.105536,0.154745,27310.588095,0.000908,0.034314,0,0.000638,0.017787,0.016987
NeilMachia,NeilMachia,,0,696,1,10,11,1,17,18,22,0.073002,0.098564,60.5,0.001992,0.056681,1,0.000154,0.077778,0.003231
MadBabyEdmor,MadBabyEdmor,,0,1560,0,1,1,0,1,1,1,1,1,0,0,0.00001,2,0.000113,0,0
Zwarte_Magica,Zwarte_Magica,,0,362,8,0,8,8,0,8,0,0,0,0,0.000212,0,2,0.000531,0,0.019386
Pascalstil,Pascalstil,,0,604,1,0,1,1,0,1,0,0,0,0,0.001877,0,0,0.000127,0,0.0046
Arno81nc,Arno81nc,,0,1561,0,3,3,0,3,3,22,0.072254,0.088974,0,0,0.041247,1,0.000113,0.666667,0
RuudLassche,RuudLassche,,0,486,1,0,1,1,0,1,0,0,0,0,0.001438,0,1,0.000141,0,0.004312
IkBenStokoud,IkBenStokoud,,0,1567,1,9,10,1,10,11,25,0.082896,0.1103,674,0.000014,0.012172,5,0.000145,0.022222,0.001911
EnsjantetFrok,EnsjantetFrok,,0,1566,1,2,3,1,2,3,25,0.082175,0.10108,0,0.000598,0.005989,1,0.000127,0.333333,0.002399
jo_14leeuwen,jo_14leeuwen,,0,1568,0,2,2,0,2,2,1,1,1,0,0,0.00692,4,0.000113,0,0
mevrouwadvocaat,mevrouwadvocaat,,0,905,10,0,10,12,0,12,0,0,0,0,0.001343,0,4,0.000645,0.011111,0.020216
VictoriaSydoni,VictoriaSydoni,,0,1010,1,0,1,1,0,1,0,0,0,0,0.001422,0,1,0.000122,0,0.001911
ssjaak,ssjaak,,0,1009,1,0,1,1,0,1,0,0,0,0,0.001422,0,1,0.000122,0,0.001911
beachracer_nl,beachracer_nl,,0,1570,0,5,5,0,6,6,1,1,1,0,0,0.006914,5,0.000113,0,0
RobKootker,RobKootker,,0,521,3,0,3,4,0,4,0,0,0,0,0.005093,0,1,0.000166,0,0.009049
Katesle3,Katesle3,,0,1569,1,0,1,1,0,1,0,0,0,0,0.00034,0,5,0.000132,0,0.001911
DusEmpireNL,DusEmpireNL,,0,1571,0,2,2,0,2,2,22,0.088871,0.109566,0,0,0.031829,1,0.000113,0.5,0
jelleeelco,jelleeelco,,0,1572,0,1,1,0,1,1,1,1,1,0,0,0.000817,0,0.000113,0,0
WA_Zevenh_D,WA_Zevenh_D,,0,174,12,0,12,16,0,16,0,0,0,0,0.016623,0,0,0.000511,0.007576,0.030285
C0nc3rned1,C0nc3rned1,,0,1573,0,1,1,0,1,1,1,1,1,0,0,0.010848,1,0.000113,0,0
antznl,antznl,,0,1574,0,2,2,0,2,2,1,1,1,0,0,0.001719,0,0.000113,0,0
Descartes_R3,Descartes_R3,,0,1575,0,2,2,0,2,2,1,1,1,0,0,0.000222,0,0.000113,0,0
RotPunker,RotPunker,,0,225,4,0,4,4,0,4,0,0,0,0,0.001859,0,0,0.000237,0.083333,0.014567
Bram82755479,Bram82755479,,0,1579,0,5,5,0,5,5,23,0.088866,0.119427,0,0,0.009887,5,0.000113,0.1,0
raiseparadise,raiseparadise,,0,827,1,0,1,1,0,1,0,0,0,0,0.000409,0,0,0.000141,0,0.002819
Onrecht2,Onrecht2,,0,603,4,0,4,4,0,4,0,0,0,0,0.003117,0,0,0.000208,0.083333,0.011512
JaapvandenHelm,JaapvandenHelm,,0,1581,0,3,3,0,3,3,24,0.090281,0.117818,0,0,0.002012,0,0.000113,0.166667,0
katja09117883,katja09117883,,0,1580,1,1,2,1,1,2,1,1,1,1,0.000099,0.013305,0,0.000145,0,0.001911
reinder1985,reinder1985,,0,674,4,0,4,4,0,4,0,0,0,0,0.007909,0,5,0.00018,0,0.010984
papilio1954,papilio1954,,0,673,4,0,4,4,0,4,0,0,0,0,0.007909,0,5,0.00018,0,0.010984
MikeSchomaker,MikeSchomaker,,0,1583,0,3,3,0,3,3,1,1,1,0,0,0.002392,0,0.000113,0,0
Amma_Asante,Amma_Asante,,0,1582,2,0,2,2,0,2,0,0,0,0,0.000118,0,0,0.000193,0,0.003822
fuckroeper,fuckroeper,,0,129,17,2,19,18,2,20,1,1,1,2265.166667,0.008084,0.000353,4,0.001154,0,0.039626
PascalBuurman,PascalBuurman,,0,399,1,0,1,1,0,1,0,0,0,0,0.000091,0,5,0.000131,0,0.00264
palmtreenl,palmtreenl,,0,717,2,2,4,2,2,4,1,1,1,2,0.001576,0.00015,5,0.000205,0.166667,0.00444
moniquevaneede1,moniquevaneede1,,0,717,1,2,3,1,2,3,1,1,1,0,0.000007,0.000227,5,0.0002,0.5,0.00296
diekorte,diekorte,,0,684,3,0,3,3,0,3,0,0,0,0,0.00305,0,5,0.000289,0.333333,0.010066
bas_toor,bas_toor,,0,1587,0,3,3,0,3,3,2,0.8,0.875,0,0,0.002882,0,0.000113,0,0
hibou_173,hibou_173,,0,1586,1,0,1,1,0,1,0,0,0,0,0.000142,0,0,0.000145,0,0.001911
MaxMoos9,MaxMoos9,,0,1585,2,1,3,3,1,4,1,1,1,2,0.001151,0,0,0.000154,0,0.003822
PROVUE1,PROVUE1,,0,1588,0,6,6,0,6,6,22,0.102901,0.127366,0,0,0.010075,1,0.000113,0,0
degeneraal4,degeneraal4,,0,1596,0,9,9,0,13,13,22,0.121848,0.174592,0,0,0.026079,1,0.000113,0.041667,0
arja_brink,arja_brink,,0,1595,2,6,8,2,6,8,1,1,1,14,0.001633,0.03638,1,0.000139,0.053571,0.00431
GaborKNL,GaborKNL,,0,1597,0,1,1,0,1,1,1,1,1,0,0,0.010848,1,0.000113,0,0
Alewyn16,Alewyn16,,0,1601,1,3,4,1,5,6,23,0.068189,0.084664,674,0.001967,0.010901,1,0.000137,0.083333,0.001911
justone05716272,justone05716272,,0,1600,1,0,1,1,0,1,0,0,0,0,0.000536,0,1,0.000152,0,0.002399
vis_mariska,vis_mariska,,0,1605,0,14,14,0,14,14,16,0.116438,0.158545,0,0,0.028965,4,0.000113,0.016484,0
Jes22857720,Jes22857720,,0,492,5,3,8,6,3,9,21,0.094709,0.112296,22329.333333,0.003568,0.006888,1,0.000369,0.017857,0.016736
DenkNL,DenkNL,,0,369,4,0,4,8,0,8,0,0,0,0,0.007212,0,4,0.000177,0,0.008381
F_azarkan,F_azarkan,,0,1040,7,0,7,7,0,7,0,0,0,0,0.004024,0,0,0.000267,0.047619,0.016649
tunahankuzu,tunahankuzu,,0,1326,2,0,2,2,0,2,0,0,0,0,0.005122,0,4,0.000123,0,0.003822
MarijnissenL,MarijnissenL,,0,1604,2,0,2,2,0,2,0,0,0,0,0.001427,0,4,0.000216,0,0.003822
mirjambikker,mirjambikker,,0,1603,1,0,1,1,0,1,0,0,0,0,0.001423,0,4,0.00012,0,0.001911
Pearlbitch,Pearlbitch,,0,1509,5,6,11,7,6,13,23,0.088493,0.119101,321.733333,0.003168,0.019071,0,0.000249,0.090909,0.010666
Just4blues,Just4blues,,0,1606,0,3,3,0,3,3,1,1,1,0,0,0.000668,1,0.000113,0,0
HansHelder2,HansHelder2,,0,1607,0,1,1,0,1,1,2,0.6,0.666667,0,0,0.000397,4,0.000113,0,0
Ingrid57878695,Ingrid57878695,,0,1610,0,9,9,0,10,10,23,0.095865,0.126646,0,0,0.022328,0,0.000113,0.041667,0
EelcoHoecke,EelcoHoecke,,0,492,14,2,16,15,2,17,24,0.087289,0.106632,6085.283333,0.004763,0.002574,0,0.000637,0.025,0.032412
MariaPluchee,MariaPluchee,,0,1611,0,2,2,0,2,2,1,1,1,0,0,0.020159,0,0.000113,0,0
kuijper_frits,kuijper_frits,,0,1613,0,5,5,0,7,7,22,0.072392,0.091144,0,0,0.05666,1,0.000113,0.05,0
MarlonReina,MarlonReina,,0,708,6,0,6,6,0,6,0,0,0,0,0.008907,0,1,0.000314,0,0.012016
marcuscivero,marcuscivero,,0,1614,0,2,2,0,2,2,1,1,1,0,0,0.013836,3,0.000113,0,0
EsoClose,EsoClose,,0,959,2,1,3,2,2,4,2,0.6,0.666667,0,0.00001,0.000005,0,0.000318,0.5,0.00697
accountnotfund,accountnotfund,,0,1615,0,3,3,0,3,3,22,0.07217,0.088612,0,0,0.064116,1,0.000113,0.5,0
UutWieert,UutWieert,,0,1617,0,2,2,0,2,2,1,1,1,0,0,0.00042,0,0.000113,0,0
Peter_Kassies,Peter_Kassies,,0,1616,1,0,1,1,0,1,0,0,0,0,0.000021,0,0,0.000161,0,0.001911
NickDoevendans,NickDoevendans,,0,867,3,3,6,3,3,6,1,1,1,12,0.00932,0.003866,0,0.000147,0.1,0.00671
JoostNiemoller,JoostNiemoller,,0,591,53,0,53,60,0,60,0,0,0,0,0.028416,0,1,0.002877,0.003266,0.112021
T_o_n_J,T_o_n_J,,0,1618,0,1,1,0,1,1,1,1,1,0,0,0.001291,0,0.000113,0,0
echtesas,echtesas,,0,492,1,9,10,1,12,13,22,0.1,0.133386,14146.87619,0.001481,0.037828,1,0.000414,0.111111,0.014588
veroniek1955,veroniek1955,,0,1625,0,8,8,0,8,8,23,0.095724,0.127185,0,0,0.011141,4,0.000113,0.035714,0
Rosa0171,Rosa0171,,0,1624,2,0,2,2,0,2,0,0,0,0,0.000549,0,4,0.000173,0,0.003822
sannesunshine1,sannesunshine1,,0,1623,1,0,1,1,0,1,0,0,0,0,0.000547,0,4,0.000125,0,0.001911
Berend61203891,Berend61203891,,0,1622,1,0,1,1,0,1,0,0,0,0,0.000547,0,4,0.000125,0,0.001911
JonkerEdwin,JonkerEdwin,,0,492,2,13,15,3,24,27,22,0.126718,0.18702,77077.733333,0.002033,0.022353,4,0.000133,0.115385,0.007482
Danny_T1981,Danny_T1981,,0,1628,0,3,3,0,3,3,23,0.094308,0.113194,0,0,0.004987,2,0.000113,0,0
Bello97040674,Bello97040674,,0,1627,1,0,1,1,0,1,0,0,0,0,0.000245,0,2,0.000145,0,0.001911
GijsvanOosten,GijsvanOosten,,0,1626,1,0,1,1,0,1,0,0,0,0,0.000245,0,2,0.000145,0,0.001911
Roy48537909,Roy48537909,,0,1629,0,1,1,0,1,1,1,1,1,0,0,0.00587,5,0.000113,0,0
ZwaanBente,ZwaanBente,,0,492,2,9,11,4,10,14,18,0.11401,0.144647,14839.25,0.001766,0.004533,4,0.000182,0.088889,0.007921
Franssen1956,Franssen1956,,0,384,1,3,4,1,3,4,1,1,1,0,0.000223,0.000189,4,0.00013,0.25,0.003374
kimvankeken,kimvankeken,,0,383,5,0,5,5,0,5,0,0,0,0,0.003382,0,4,0.000296,0.1,0.014539
KeesVlaar,KeesVlaar,,0,382,2,0,2,2,0,2,0,0,0,0,0.000232,0,4,0.000167,0.5,0.005936
JanRiezenkamp,JanRiezenkamp,,0,381,2,0,2,2,0,2,0,0,0,0,0.000232,0,4,0.000167,0.5,0.005936
hugo_lasnier,hugo_lasnier,,0,1630,0,3,3,0,3,3,1,1,1,0,0,0.004881,1,0.000113,0,0
iAnnetonly,iAnnetonly,,0,371,1,0,1,1,0,1,0,0,0,0,0.000011,0,4,0.000165,0,0.00544
snldrs,snldrs,,0,1633,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000024,0,0.000113,0,0
elineannepeters,elineannepeters,,0,1632,6,1,7,6,1,7,1,1,1,6,0.000497,0,0,0.000457,0,0.011466
jannavandam,jannavandam,,0,1634,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.028685,1,0.000113,0.5,0
heinsjohn,heinsjohn,,0,1379,4,1,5,7,1,8,2,0.666667,0.75,11,0.002464,0.023685,5,0.000219,0,0.009401
lotterik2,lotterik2,,0,910,4,1,5,7,1,8,2,0.533333,0.5625,0,0.004748,0.006156,5,0.000195,0.2,0.009401
FrankDijkstra4,FrankDijkstra4,,0,1635,0,1,1,0,2,2,19,0.099941,0.12428,0,0,0.001607,5,0.000113,0,0
mayaVirg,mayaVirg,,0,1637,0,2,2,0,2,2,1,1,1,0,0,0.0006,0,0.000113,0,0
M_Meijer,M_Meijer,,0,1636,1,0,1,1,0,1,0,0,0,0,0.00003,0,0,0.000161,0,0.001911
DirkSellsAHouse,DirkSellsAHouse,,0,1639,0,3,3,0,3,3,1,1,1,0,0,0.002149,0,0.000113,0,0
GJHAmsterdam,GJHAmsterdam,,0,1638,1,0,1,1,0,1,0,0,0,0,0.000106,0,0,0.000145,0,0.001911
Tobinator4991,Tobinator4991,,0,1640,0,1,1,0,1,1,1,1,1,0,0,0.003536,0,0.000113,0,0
ObmaPascal,ObmaPascal,,0,1641,0,2,2,0,2,2,18,0.113774,0.137261,0,0,0.000245,4,0.000113,0.5,0
DrDre_010,DrDre_010,,0,525,4,6,10,10,6,16,13,0.158492,0.197604,3094,0.010599,0.038525,1,0.000178,0.180556,0.012914
JohnSto21078732,JohnSto21078732,,0,522,1,1,2,1,1,2,1,1,1,0.5,0.001893,0.010848,1,0.000138,0,0.004467
kempkes_jan,kempkes_jan,,0,1642,0,2,2,0,3,3,1,1,1,0,0,0.010881,1,0.000113,0,0
GoogleNews,GoogleNews,,0,1584,1,0,1,1,0,1,0,0,0,0,0,0,0,0.000243,0,0.002888
ReyenVan,ReyenVan,,0,1643,0,1,1,0,1,1,1,1,1,0,0,0.000189,2,0.000113,0,0
DonArturito,DonArturito,,0,426,9,0,9,9,0,9,0,0,0,0,0.003848,0,2,0.000592,0.027778,0.020897
Urwrstnghtmare2,Urwrstnghtmare2,,0,1644,0,1,1,0,1,1,1,1,1,0,0,0.010848,1,0.000113,0,0
jasper_wook,jasper_wook,,0,1647,0,18,18,0,22,22,23,0.06883,0.104193,0,0,0.063798,1,0.000113,0.006536,0
starndromeda,starndromeda,,0,1648,0,1,1,0,1,1,1,1,1,0,0,0.000843,4,0.000113,0,0
ph1160,ph1160,,0,1649,0,2,2,0,9,9,22,0.072247,0.087987,0,0,0.03061,1,0.000113,0,0
FH79474333,FH79474333,,0,1650,0,1,1,0,1,1,1,1,1,0,0,0.000205,1,0.000113,0,0
DutchBp,DutchBp,,0,1651,0,1,1,0,1,1,1,1,1,0,0,0.000271,0,0.000113,0,0
stafpilot,stafpilot,,0,1656,0,10,10,0,10,10,2,0.777778,0.857143,0,0,0.01339,1,0.000113,0.011111,0
shoppinggrrrl,shoppinggrrrl,,0,1659,0,3,3,0,3,3,1,1,1,0,0,0.000314,0,0.000113,0,0
Bouboutyassine,Bouboutyassine,,0,1658,1,0,1,1,0,1,0,0,0,0,0.000015,0,0,0.000145,0,0.001911
