index,tweet_id,username,text,tweet_source,tweet_source_link,rt_count,fav_count,clean_text
2863,1467433364626022403,InaVeenstra_lwd,RT @wappiehoekje: Dit filmpje kwam ik net tegen op telegram en is ook totaal bizar. Volendammers stonden vandaag dozen vol met eieren leeg…,Twitter for Android,http://twitter.com/download/android,23,0,"['filmpje', 'kwam', 'net', 'telegram', 'totaal', 'bizar', 'volendammers', 'stonden', 'vandaag', 'dozen', 'vol', 'eieren', 'leeg']"
2867,1467433292123287553,nadia_buiter,"RT @kellymostert: Naast het geweld dat gebruikt is tegen de demonstranten in Volendam vandaag, is ook de houding van media en politie alarm…",Twitter for iPhone,http://twitter.com/download/iphone,1,0,"['naast', 'geweld', 'gebruikt', 'demonstranten', 'volendam', 'vandaag', 'houding', 'media', 'politie', 'alarm']"
2880,1467432977659572227,FelizFeliz,RT @johan100350: @ReneeKirkenier KOZP is gesubsidieerd aan de gang gegaan. Men kan niet stoppen omdat men dan “ gezichtsverlies “ ervaar. A…,Twitter Web App,https://mobile.twitter.com,2,0,"['kozp', 'gesubsidieerd', 'gang', 'gegaan', 'stoppen', 'gezichtsverlies', 'ervaar', 'a']"
2903,1467432516445421575,MichelvdHorst,RT @GozerOost: Vanmorgen hier in het dorp ook gitzwarte pieten #zwartepiet Kon niet zo snel foto maken omdat ik in de auto zat. Hier in twe…,Twitter for iPhone,http://twitter.com/download/iphone,2,0,"['vanmorgen', 'dorp', 'gitzwarte', 'pieten', 'zwartepiet', 'snel', 'foto', 'maken', 'auto', 'zat', 'twe']"
2939,1467431633372561418,MikeGerritsen,"RT @jrafcth: Hulde voor Volendam.  💪💪 

Geef #kozp één vinger en ze willen de hele hand. Nou één vinger dan!🖕",Twitter for iPhone,http://twitter.com/download/iphone,1,0,"['hulde', 'volendam', 'geef', 'kozp', 'n', 'vinger', 'willen', 'hele', 'hand', 'nou', 'n', 'vinger']"
2987,1467430542060789763,ph1160,"RT @HenkyD: Hier konden we weer op wachten.

Sylvana Simons
@SylvanaBIJ1
Onacceptabel geweld tegen KOZP-betogers in Volendam. 
Daarom Kamer…",Twitter Web App,https://mobile.twitter.com,1,0,"['konden', 'we', 'weer', 'wachten', 'sylvana', 'simons', 'onacceptabel', 'geweld', 'kozp', 'betogers', 'volendam', 'daarom', 'kamer']"
2989,1467430510528024577,sietsedehaan1,"RT @Bij88941056: @moeva18 EINDELIJK.
KOZP-relschoppers zijn weggejaagd door wakkere Volendammers die NL verdedigen.
Nu moeten de overige 15…",Twitter for iPhone,http://twitter.com/download/iphone,3,0,"['eindelijk', 'kozp', 'relschoppers', 'weggejaagd', 'wakkere', 'volendammers', 'nl', 'verdedigen', 'moeten', 'overige', '15']"
2996,1467430346560098309,CihanUgural,RT @GeenDorHout: #ZwartePietIsRacisme #KOZP Vreselijk weer hoe het demonstratierecht van KOZP met voeten wordt getreden en hoe deze protest…,Twitter for Android,http://twitter.com/download/android,11,0,"['zwartepietisracisme', 'kozp', 'vreselijk', 'weer', 'demonstratierecht', 'kozp', 'voeten', 'getreden', 'protest']"
3025,1467429467337502721,ikbeneenstockh1,"RT @SanderGrootDe: Hoe #sylvana te kak wordt gezet door #sinterklaas 🤣
Over #vrouwenbesnijdenis #kindhuwelijken #ritueelslachten maar hier…",Twitter Web App,https://mobile.twitter.com,1,0,"['sylvana', 'kak', 'gezet', 'sinterklaas', 'vrouwenbesnijdenis', 'kindhuwelijken', 'ritueelslachten']"
3032,1467429324626223108,malavita666,"RT @moeva18: Kozp is Volendam uitgekickt, dit was natuurlijk te voorspellen en Afriyie , Akwasi en al hun vriendjes zullen dit nu weer als…",Twitter for iPhone,http://twitter.com/download/iphone,61,0,"['kozp', 'volendam', 'uitgekickt', 'natuurlijk', 'voorspellen', 'afriyie', 'akwasi', 'vriendjes', 'zullen', 'weer']"
3047,1467428987924320257,a_vermeij,"RT @ERIKMol3: @buma_bo @SylvanaBIJ1 Ondertussen in #suriname 
Een prachtige dag, Sinterklaas vieren met de papa's en mama's erbij. Zwart ge…",Twitter for Android,http://twitter.com/download/android,2,0,"['ondertussen', 'suriname', 'prachtige', 'dag', 'sinterklaas', 'vieren', 'papa', 's', 'mama', 's', 'erbij', 'zwart']"
3054,1467428860388159490,NederlandEO,RT @ShashiRoopram: Zie bijvoorbeeld de uitspraak van John Jhinnoe voormalig D66-raadslid uit Haarlemmermeer en bestuurslid bij @D66NoordHol…,Twitter Web App,https://mobile.twitter.com,47,0,"['zie', 'bijvoorbeeld', 'uitspraak', 'john', 'jhinnoe', 'voormalig', 'd66', 'raadslid', 'haarlemmermeer', 'bestuurslid']"
3063,1467428641290207234,DerrickDuc,"RT @Dirk2137: @AvanStraaten @DerrickDuc Hilarisch dat ze ze uitzwaaien. Wat gaan die gasten van KOZP af zeg, heerlijk. Hopelijk zien andere…",Twitter for iPhone,http://twitter.com/download/iphone,1,0,"['hilarisch', 'uitzwaaien', 'gaan', 'gasten', 'kozp', 'af', 'zeg', 'heerlijk', 'hopelijk', 'zien']"
3066,1467428545026789376,petermaltha,RT @2deKamerFVD: Lees net dat die racisten van #KOZP subsidie krijgen. Welke activistische beroepsdeuger heeft die goedkeuring verleend? @L…,Twitter for Android,http://twitter.com/download/android,22,0,"['lees', 'net', 'racisten', 'kozp', 'subsidie', 'krijgen', 'welke', 'activistische', 'beroepsdeuger', 'goedkeuring', 'verleend', 'l']"
3071,1467428486931488773,john_konijn,RT @domootto: #volendam was niet blij met de intocht van #kozp. Ze hebben hun het dorp weer uit gejaagd hahaahah https://t.co/pXtxQBbrd7,Twitter for iPhone,http://twitter.com/download/iphone,21,0,"['volendam', 'blij', 'intocht', 'kozp', 'dorp', 'weer', 'gejaagd', 'hahaahah']"
3081,1467428304668049414,JaimyFox,RT @EsoClose: Laat me het zo zeggen: ook zonder de hysterici van KOZP wisten we wel dat Volendam een inteeltdorp vol geretardeerde Wilderss…,Twitter for iPhone,http://twitter.com/download/iphone,1,0,"['laat', 'zeggen', 'hysterici', 'kozp', 'wisten', 'we', 'wel', 'volendam', 'inteeltdorp', 'vol', 'geretardeerde', 'wilderss']"
3105,1467427818103578626,vogeltuinHouten,RT @trrblkid: Vraagje aan #politie en #boa: klopt het dat mondkapjes in de bus niet nodig zijn voor sommigen onder ons? #kozp #volendam @Ba…,Twitter for Android,http://twitter.com/download/android,1,0,"['vraagje', 'politie', 'boa', 'klopt', 'mondkapjes', 'bus', 'nodig', 'sommigen', 'kozp', 'volendam']"
3111,1467427592097742850,LILITHmad,"RT @blauweblokhuis: @anoushanzume @kozwartepiet Geen belangrijkere zaken te doen in Kameroen, Rusland of de USA?",Twitter for Android,http://twitter.com/download/android,1,0,"['belangrijkere', 'zaken', 'kameroen', 'rusland', 'usa']"
3116,1467427540360908801,sillybear2014,"RT @EliannevT: @EsoClose Het verbaasd me hoe iedereen maar geweld goed blijft praten. Als ze niets hadden gedaan, stond KOZP net zo voor lu…",Twitter for Android,http://twitter.com/download/android,1,0,"['verbaasd', 'iedereen', 'geweld', 'goed', 'blijft', 'praten', 'hadden', 'gedaan', 'stond', 'kozp', 'net', 'lu']"
3131,1467427208717340676,0Frah5,"RT @Bij88941056: @0Frah5 EINDELIJK
KOZP-relschoppers worden weggejaagd door wakkere Volendammers die NL verdedigen.
EINDELIJK. 
Nu moeten d…",Twitter Web App,https://mobile.twitter.com,0,0,"['eindelijk', 'kozp', 'relschoppers', 'weggejaagd', 'wakkere', 'volendammers', 'nl', 'verdedigen', 'eindelijk', 'moeten', 'd']"
3142,1467426949677129731,jgleeuwen,RT @DerdeJantje: Dat KOZP zal de komende dagen toch nog wel meer demonstraties gepland hebben? Ik hoop dat ze overal hetzelfde worden behan…,Twitter for iPad,http://twitter.com/#!/download/ipad,4,0,"['kozp', 'komende', 'dagen', 'wel', 'demonstraties', 'gepland', 'hoop', 'overal', 'hetzelfde', 'behan']"
3171,1467426291758551043,barbraven9,RT @oakentersagain: Duizenden op de been vandaag in #Utrecht. Nederland is er klaar mee. Met het totalitaire regime  overheid en de voortdu…,Twitter for iPad,http://twitter.com/#!/download/ipad,10,0,"['duizenden', 'been', 'vandaag', 'utrecht', 'nederland', 'klaar', 'mee', 'totalitaire', 'regime', 'overheid', 'voortdu']"
3179,1467426045750124549,DerrickDuc,"RT @annajillis: @Mirjam152 Gelukkig zien we steeds meer zwarte pieten weer.
Op school van mijn kleinkinderen ook. Zo leuk en gezellig en ee…",Twitter for iPhone,http://twitter.com/download/iphone,1,0,"['gelukkig', 'zien', 'we', 'steeds', 'zwarte', 'pieten', 'weer', 'school', 'kleinkinderen', 'leuk', 'gezellig', 'ee']"
3184,1467425970265239557,KatNL,RT @ThijsoohRustig: @SylvanaBIJ1 Opflikkeren met kozp,Twitter for Android,http://twitter.com/download/android,2,0,"['opflikkeren', 'kozp']"
3199,1467425704119783428,KatNL,"RT @marinavberlo: @SylvanaBIJ1 flikker toch op met je KOZP terrorristen ze hadden nog veel harder aangepakt moeten worden,aplaus voorVolend…",Twitter for Android,http://twitter.com/download/android,1,0,"['flikker', 'kozp', 'terrorristen', 'hadden', 'harder', 'aangepakt', 'moeten', 'aplaus', 'voorvolend']"
3210,1467425392885653505,Klaas81589227,RT @Huis115: @Levensgeniete19 @lewinskylou2 🎶🎶🎶🎶….Dag KOZP dahag dahag……..🎶🎶🎶,Twitter for Android,http://twitter.com/download/android,5,0,"['dag', 'kozp', 'dahag', 'dahag']"
3211,1467425387605020673,KatNL,"RT @Vrijheidsvogel: @SylvanaBIJ1 Heeft u ook vragen gesteld over het 'niet aanmelden van de demonstratie', 'niet aan verkeersregels houden…",Twitter for Android,http://twitter.com/download/android,1,0,"['vragen', 'gesteld', 'aanmelden', 'demonstratie', 'verkeersregels', 'houden']"
3216,1467425307363790850,Deon10000,"RT @arja_brink: One issue clubje @PolitiekBIJ1 ziet weer een kans om de racisme kaart te trekken! 
Begin bij #kozp met hun intimideren van…",Twitter Web App,https://mobile.twitter.com,1,0,"['one', 'issue', 'clubje', 'ziet', 'weer', 'kans', 'racisme', 'kaart', 'trekken', 'begin', 'kozp', 'intimideren']"
3235,1467425042216673281,KatNL,RT @vgwhz: @SylvanaBIJ1 Hulde voor de Volendammers! 💪💪👍👍#Kick out kozp,Twitter for Android,http://twitter.com/download/android,3,0,"['hulde', 'volendammers', 'kick', 'out', 'kozp']"
3243,1467424940236447751,malavita666,RT @CartoonGek: De betaalde George soros haatzaai demonstranten van KOZP waren ook in Volendam … en dat hebben ze geweten ook👊🏻💪🏻 https://t…,Twitter for iPhone,http://twitter.com/download/iphone,17,0,"['betaalde', 'george', 'soros', 'haatzaai', 'demonstranten', 'kozp', 'volendam', 'geweten']"
3251,1467424729426546691,KatNL,"RT @loosknijn: @SylvanaBIJ1 Wat deed KOZP daar de dag voor Sinterklaas midden
in een voortwoekerende pandemie 
Men was natuurlijk bang voor…",Twitter for Android,http://twitter.com/download/android,1,0,"['deed', 'kozp', 'dag', 'sinterklaas', 'midden', 'voortwoekerende', 'pandemie', 'natuurlijk', 'bang']"
3259,1467424618986315776,Klaas81589227,RT @Diplo_JV: @Levensgeniete19 Wie financiert die ‘uitjes’ van #kozp ?,Twitter for Android,http://twitter.com/download/android,0,0,"['financiert', 'uitjes', 'kozp']"
3272,1467424487175979008,KatNL,RT @VerstappenWim: @SylvanaBIJ1 Als iemand ongevraagd met een megafoon in mijn oor gaat staan tetteren is er maar één antwoord mogelijk (on…,Twitter for Android,http://twitter.com/download/android,1,0,"['ongevraagd', 'megafoon', 'oor', 'gaat', 'staan', 'tetteren', 'n', 'antwoord', 'mogelijk', 'on']"
3277,1467424358717079561,KatNL,RT @TheLightofK1: @SylvanaBIJ1 Hou toch op. Zij komen met een actie en krijgen een reactie. Kozp moet zich kapot schamen dat zij actievoere…,Twitter for Android,http://twitter.com/download/android,1,0,"['hou', 'komen', 'actie', 'krijgen', 'reactie', 'kozp', 'kapot', 'schamen', 'actievoere']"
3282,1467424239665954823,ZwaanBente,RT @trans_texan: @Sandervandam2 Goeie zaak. Er moet tegen KOZP veel harder en radicaler opgetreden worden. En ik voorspel dat dit in de kor…,Twitter Web App,https://mobile.twitter.com,1,0,"['goeie', 'zaak', 'kozp', 'harder', 'radicaler', 'opgetreden', 'voorspel', 'kor']"
3285,1467424168631230467,yamuis,"RT @JasperBosZwolle: KOZP mocht daar zijn.
Er mochten geen spullen naar hun worden gegooid.
De @POL_Volendam heeft de PLICHT om de mensen d…",Twitter Web App,https://mobile.twitter.com,1,0,"['kozp', 'mocht', 'mochten', 'spullen', 'gegooid', 'plicht', 'mensen', 'd']"
3293,1467424035235680260,Klaas81589227,RT @CanarisCanaris1: @Levensgeniete19 Kijk dat noem ik nu VOC mentaliteit oprotten met #kozp #zwartepietmoetblijven,Twitter for Android,http://twitter.com/download/android,5,0,"['kijk', 'noem', 'voc', 'mentaliteit', 'oprotten', 'kozp', 'zwartepietmoetblijven']"
3300,1467423967292137473,dra_nl,RT @HHedonisme: @dancalegria Opvallend: KOZP is een roomblank clubje hoogopgeleide nietsnutten. Gister in Utrecht zag ik een zeer diverse g…,Twitter for iPhone,http://twitter.com/download/iphone,2,0,"['opvallend', 'kozp', 'roomblank', 'clubje', 'hoogopgeleide', 'nietsnutten', 'gister', 'utrecht', 'zag', 'zeer', 'diverse', 'g']"
3303,1467423919636422664,PrinceEdwardIII,RT @Don_Luigi_23: #propaganda Dit is verstoring van de openbare orde door de #KOZP wat nogal dreigend overkomt op de nietsvermoedende winke…,Twitter Web App,https://mobile.twitter.com,3,0,"['propaganda', 'verstoring', 'openbare', 'orde', 'kozp', 'nogal', 'dreigend', 'overkomt', 'nietsvermoedende', 'winke']"
3304,1467423900623646725,BLIKOPENER333,RT @AntiVolgers: #kozp #volendam #markt #coronadebat #sylvana ze mogen geluk hebben dat het bij een paar eieren en oliebollen is gebleven.…,Twitter Web App,https://mobile.twitter.com,2,0,"['kozp', 'volendam', 'markt', 'coronadebat', 'sylvana', 'mogen', 'geluk', 'paar', 'eieren', 'oliebollen', 'gebleven']"
3325,1467423430811299847,degrootmaarten,"RT @rebelzzzz1: Hoe zat t ook alweer?  

#kozp #ZwartePietIsRacisme #volendam https://t.co/Da7XZQVeEd",Twitter for iPhone,http://twitter.com/download/iphone,3,0,"['zat', 't', 'alweer', 'kozp', 'zwartepietisracisme', 'volendam']"
3332,1467423255803932675,ralphvhh,RT @BrentHadderingh: Inheemse dorpelingen die koloniserende KOZP-missionarissen wegjagen met stenengooien is weer een heerlijk voorbeeld va…,Twitter for Android,http://twitter.com/download/android,3,0,"['inheemse', 'dorpelingen', 'koloniserende', 'kozp', 'missionarissen', 'wegjagen', 'stenengooien', 'weer', 'heerlijk', 'voorbeeld', 'va']"
3341,1467423138845761536,EricJorem,"RT @ZilteBotte: Je kunt mensen niet eindeloos tarten en vernederen
Opzettelijk juist in Volendam met je hysterische #kozp bus komen. https:…",Flamingo for Android,http://www.samruston.co.uk,81,0,"['kunt', 'mensen', 'eindeloos', 'tarten', 'vernederen', 'opzettelijk', 'juist', 'volendam', 'hysterische', 'kozp', 'bus', 'komen']"
3369,1467422601584783361,ZPBuddies,"RT @LLulkoek: De tactiek van kozp. Agressief en intimiderend een demonstratie starten. Als er verzet is, dan gaan ze zielig doen en janken.…",Twitter for Android,http://twitter.com/download/android,1,0,"['tactiek', 'kozp', 'agressief', 'intimiderend', 'demonstratie', 'starten', 'verzet', 'gaan', 'zielig', 'janken']"
3373,1467422536279506947,AGermys,"RT @KoopsJoey: Tell me who your friends are, and I will tell you who you are.

#KOZP #ZwartePietIsRacisme",Twitter for iPhone,http://twitter.com/download/iphone,2,0,"['tell', 'who', 'your', 'friends', 'are', 'and', 'i', 'will', 'tell', 'you', 'who', 'you', 'are', 'kozp', 'zwartepietisracisme']"
3396,1467422103171387396,Eaglehaslanded0,RT @hug0_jh: Subsidies KOZP en nog een aantal van die vage clubjes. #blackface #KOZP #volendam #urk #terapel https://t.co/ezByvBWvvn,TweetDeck,https://about.twitter.com/products/tweetdeck,1,0,"['subsidies', 'kozp', 'aantal', 'vage', 'clubjes', 'blackface', 'kozp', 'volendam', 'urk', 'terapel']"
3403,1467422021101494272,bil670720,RT @Heerbean: #kozp https://t.co/FMxta8Bsrj,Twitter Web App,https://mobile.twitter.com,1,0,['kozp']
3429,1467421329624289284,TonMeurs,"RT @TonMeurs: #Vreedzame #kickoutzwartepiet #demonstranten worden in #Volendam hevig #aangevallen met #fruit, #eieren en andere #projectiel…",Twitter for iPhone,http://twitter.com/download/iphone,3,0,"['vreedzame', 'kickoutzwartepiet', 'demonstranten', 'volendam', 'hevig', 'aangevallen', 'fruit', 'eieren', 'projectiel']"
3435,1467421226696155138,silvahotje,"RT @GroenRECHTS10: @ShashiRoopram Beste Volendammers, dank voor jullie verzet. Nu is het tijd voor #aangifte tegen de #haatzaaiers #raciste…",Twitter Web App,https://mobile.twitter.com,2,0,"['beste', 'volendammers', 'dank', 'jullie', 'verzet', 'tijd', 'aangifte', 'haatzaaiers', 'raciste']"
3444,1467421120273989638,fampoes,RT @hollandswiefke: @TjerkLangman Ze hebben hun demonstratie  niet aangekondigd. Een heel dorp weg zetten als racisten is niet demonstreren…,Twitter for iPad,http://twitter.com/#!/download/ipad,1,0,"['demonstratie', 'aangekondigd', 'heel', 'dorp', 'weg', 'zetten', 'racisten', 'demonstreren']"
3460,1467420763070345217,ADelissen,"RT @AnneBruijne: Maar voorlopig heb ik heel veel respect voor die groep #kozp demonstranten om in Volendam, of all places, te staan. Hulde!…",Twitter for Android,http://twitter.com/download/android,2,0,"['voorlopig', 'heel', 'respect', 'groep', 'kozp', 'demonstranten', 'volendam', 'all', 'places', 'staan', 'hulde']"
3468,1467420641683021828,STELLA262189327,"RT @STELLA262189327: @Martinbosma_pvv Yep ! 🙄
#ZwartePiet #kozp https://t.co/10MU85QDjR",Twitter Web App,https://mobile.twitter.com,1,0,"['yep', 'zwartepiet', 'kozp']"
3485,1467420174060068867,kroon53836920,RT @020bowonor: Was koppenschopper #Akwasi ook in #Volendam of durft hij zijn subsidie verstrekkende gemeente #Amsterdam niet uit. #kozp ht…,Twitter Web App,https://mobile.twitter.com,1,0,"['koppenschopper', 'akwasi', 'volendam', 'durft', 'subsidie', 'verstrekkende', 'gemeente', 'amsterdam', 'kozp', 'ht']"
3501,1467419943708901382,richard32496489,RT @DutchDL: KOZP wilde een niet aangemelde demo lopen over de markt in Volendam. Dat liep iets minder goed af voor hen dan ze zelf hadden…,Twitter for iPhone,http://twitter.com/download/iphone,15,0,"['kozp', 'wilde', 'aangemelde', 'demo', 'lopen', 'markt', 'volendam', 'liep', 'minder', 'goed', 'af', 'hen', 'hadden']"
3513,1467419792223133696,steketeh,"RT @hoterminus: Pareltjes duidelijk herkenbaar. #volendam #kozp @POL_Volendam @PolitieEdVo

En waar zijn de ouders?
Die staan een paar mete…",Twitter for Android,http://twitter.com/download/android,4,0,"['pareltjes', 'duidelijk', 'herkenbaar', 'volendam', 'kozp', 'waar', 'ouders', 'staan', 'paar', 'mete']"
3539,1467419254127566852,pietjep98638711,RT @Gerard1945X: @DolphinaMaria67 #KOZP https://t.co/NvSBweuwdp,Twitter for iPhone,http://twitter.com/download/iphone,4,0,['kozp']
3551,1467418907422121984,SimoneBartels3,"RT @Backup_fis: Kick oud KOZP 

Bye Bye 

https://t.co/h5tHlCTZEx",Twitter for iPhone,http://twitter.com/download/iphone,2,0,"['kick', 'oud', 'kozp', 'bye', 'bye']"
3557,1467418805764861955,GerhardScholte,"RT @elineannepeters: De laatste stuiptrekkingen, maar wat zijn die gewelddadig en hardnekkig en racistisch. Zoals altijd eeuwig respect voo…",Twitter for iPad,http://twitter.com/#!/download/ipad,11,0,"['laatste', 'stuiptrekkingen', 'gewelddadig', 'hardnekkig', 'racistisch', 'zoals', 'eeuwig', 'respect', 'voo']"
3599,1467418007852957702,Monijntje,RT @CFCR1962: In Volendam hebben ze (zangers ) in Volendam hebben ze ( voetballers ) maar ze hebben vooral mensen met karakter daar kan de…,Twitter Web App,https://mobile.twitter.com,6,0,"['volendam', 'zangers', 'volendam', 'voetballers', 'vooral', 'mensen', 'karakter']"
3605,1467417848175865863,LesbilovesLOTR,RT @M_nke: niet @NOS die 1 marktkoopman citeert die zegt dat KOZP zelf met eieren begon te gooien 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ gelukkig zijn er gewoon b…,Twitter for iPhone,http://twitter.com/download/iphone,23,0,"['1', 'marktkoopman', 'citeert', 'zegt', 'kozp', 'eieren', 'begon', 'gooien', 'gelukkig', 'gewoon', 'b']"
3632,1467417367269490694,Fred65108271,"RT @JoKer33817736: @Fred65108271 @DeSloperT @DeStefVolendam Leuk verdienmodel met zulke touringcars, kosten een paar knaken die Vulva en MA…",Twitter for iPhone,http://twitter.com/download/iphone,1,0,"['leuk', 'verdienmodel', 'zulke', 'touringcars', 'kosten', 'paar', 'knaken', 'vulva', 'ma']"
3645,1467417099849056259,HenkZantinge3,"RT @colourbird00: KOZP betaald door figuren zoals George Soros om de samenleving te ontwrichten. 

#kozp 
#Sinterklaas",Twitter for Android,http://twitter.com/download/android,4,0,"['kozp', 'betaald', 'figuren', 'zoals', 'george', 'soros', 'samenleving', 'ontwrichten', 'kozp', 'sinterklaas']"
3647,1467417039274917898,woonnomade,"RT @woonnomade: Alles wat subsidie spons #JerryAfriyie aka #tomdeairfryer en #kozp doen is consequent de vermeende discriminatie, bevooroor…",Twitter Web App,https://mobile.twitter.com,1,0,"['subsidie', 'spons', 'jerryafriyie', 'aka', 'tomdeairfryer', 'kozp', 'consequent', 'vermeende', 'discriminatie', 'bevooroor']"
3655,1467416922891423745,Alpina72712763,"RT @SchonwetterTon: @VrouwvdVrijheid ‘Geef mij maar Volendam’ Dat heeft van #kozp #KOJA (kick out jerry afriyie) gemaakt!
#volendam 
Zo vie…",Twitter for iPhone,http://twitter.com/download/iphone,4,0,"['geef', 'volendam', 'kozp', 'koja', 'kick', 'out', 'jerry', 'afriyie', 'gemaakt', 'volendam', 'vie']"
3666,1467416633245421569,frihetskampar,"RT @EWagensveld: @SylvanaBIJ1 Hypocriete deugmuts, die zwijgt als dit tuig van #Kozp onder de dekmantel #Antifa anderen aanvalt, zwijgen al…",Twitter for Android,http://twitter.com/download/android,0,0,"['hypocriete', 'deugmuts', 'zwijgt', 'tuig', 'kozp', 'dekmantel', 'antifa', 'anderen', 'aanvalt', 'zwijgen']"
3668,1467416594578038787,OlthofMirjam,RT @fuckthesystemNL: Nieuwe traditie jaarlijks eieren en vis afval gooien naar de losers van #kozp ik zeg doen. #Volendam,Twitter for Android,http://twitter.com/download/android,1,0,"['nieuwe', 'traditie', 'jaarlijks', 'eieren', 'vis', 'afval', 'gooien', 'losers', 'kozp', 'zeg', 'volendam']"
3669,1467416586722201603,MarcelvBochove,RT @Nielsdej: Ik denk trouwens dat KOZP helemaal niet zo ontevreden is met hetgeen zich vandaag in Volendam afspeelde. Ze zullen nog dieper…,Twitter Web App,https://mobile.twitter.com,1,0,"['denk', 'trouwens', 'kozp', 'helemaal', 'ontevreden', 'hetgeen', 'vandaag', 'volendam', 'afspeelde', 'zullen', 'dieper']"
3690,1467416103655817219,thmsbergman,RT @alextencate: Over ‘hun roedel volgen’ gesproken: het punt is een beetje dat de mensen die vinden dat het een heilig recht is van KOZP o…,Twitter for Android,http://twitter.com/download/android,3,0,"['roedel', 'volgen', 'gesproken', 'punt', 'beetje', 'mensen', 'vinden', 'heilig', 'recht', 'kozp', 'o']"
3694,1467416078892650500,JanJanschipper,RT @StraatmanSandra: @slaghoedje Ik hoop dat het KOZP-subsidiepotje  nu leeg is en leeg blijft.,Twitter for iPhone,http://twitter.com/download/iphone,2,0,"['hoop', 'kozp', 'subsidiepotje', 'leeg', 'leeg', 'blijft']"
3701,1467416006473797634,Vogel731008,RT @VisserJack: @BartNijman @alextencate KOZP kan niets fout doen in de media. Vuurwerk idd opzij. Er kwamen 2 bussen met idiots uit de bus…,Twitter for Android,http://twitter.com/download/android,3,0,"['kozp', 'fout', 'media', 'vuurwerk', 'idd', 'opzij', 'kwamen', '2', 'bussen', 'idiots', 'bus']"
3702,1467415991290314754,LeermaW,RT @RutgerGW: Bizar dat #KOZP het recht op demonstratie onmogelijk wordt gemaakt. Wat een land…,Twitter for iPhone,http://twitter.com/download/iphone,39,0,"['bizar', 'kozp', 'recht', 'demonstratie', 'onmogelijk', 'gemaakt', 'land']"
3713,1467415746623979521,Geit53,"RT @Michel1401: Wat zijn die lui van Kick Out Zwarte Piet toch een stel provocerende teringlijers. 
#Volendam #KOZP 
https://t.co/cf1buZBHyc",Twitter for iPhone,http://twitter.com/download/iphone,28,0,"['lui', 'kick', 'out', 'zwarte', 'piet', 'stel', 'provocerende', 'teringlijers', 'volendam', 'kozp']"
3717,1467415670497452038,BarthCarlo,RT @flakes010: @AvanStraaten @BarthCarlo Beste KOZP ga morgen eens fijn naar Urk gaat vast weer mooie beelden opleveren.. https://t.co/3izn…,Twitter for iPhone,http://twitter.com/download/iphone,1,0,"['beste', 'kozp', 'ga', 'morgen', 'fijn', 'urk', 'gaat', 'vast', 'weer', 'mooie', 'beelden', 'opleveren']"
3728,1467415427299131392,Elimelech_Ring,"RT @EJBron2: Demonstranten van ""Kick Out Zwarte Piet"" (KOZP) Volendam uitgejaagd https://t.co/kMPnC4tDn9 via @EJBron2",Twitter Web App,https://mobile.twitter.com,4,0,"['demonstranten', 'kick', 'out', 'zwarte', 'piet', 'kozp', 'volendam', 'uitgejaagd', 'via']"
3730,1467415361838628868,vandenthoren,"RT @Gekkenlopenbui1: #volendam #zwartepiet zo trots op Volendam! We zijn dat gedram van die racisten die zeggen tegen racisme te zijn, echt…",Twitter Web App,https://mobile.twitter.com,1,0,"['volendam', 'zwartepiet', 'trots', 'volendam', 'we', 'gedram', 'racisten', 'zeggen', 'racisme', 'echt']"
3744,1467414940491337729,cor_linde,"RT @ERIKMol3: Ondertussen in #suriname 
Een prachtige dag, Sinterklaas vieren met de papa's en mama's erbij. Zwart gesminkte pietjes, heerl…",Twitter for Android,http://twitter.com/download/android,1,0,"['ondertussen', 'suriname', 'prachtige', 'dag', 'sinterklaas', 'vieren', 'papa', 's', 'mama', 's', 'erbij', 'zwart', 'gesminkte', 'pietjes', 'heerl']"
3770,1467414323282821129,ReneDamkot,"RT @Marlenemclara: Dit kregen jullie knap voor elkaar
ondanks alle achterlijkheid in dit land
staat stille meerderheid aan jullie kant
en d…",Tweetbot for iΟS,http://tapbots.com/tweetbot,2,0,"['kregen', 'jullie', 'knap', 'elkaar', 'ondanks', 'alle', 'achterlijkheid', 'land', 'staat', 'stille', 'meerderheid', 'jullie', 'kant', 'd']"
3784,1467414033582202881,Spaardam11,"RT @alexmeuwsen: @RobKootker @NHNieuws Nee, als je bewust onaangekondigd naar Volendam gaat om daar mensen voor rascist uit te maken kan je…",Twitter for Android,http://twitter.com/download/android,1,0,"['nee', 'bewust', 'onaangekondigd', 'volendam', 'gaat', 'mensen', 'rascist', 'maken']"
3785,1467413975692455942,AnjaTracy,"RT @Hannesz1956: @Gerard1945X Nooit spotten met Volendammers.
Domme KOZP.
Eindelijk vonden die gasten nu hun Waterloo in #volendam 
Respect…",Twitter for Android,http://twitter.com/download/android,21,0,"['nooit', 'spotten', 'volendammers', 'domme', 'kozp', 'eindelijk', 'vonden', 'gasten', 'waterloo', 'volendam', 'respect']"
