clean_text_string,modularity_class
kozp tuig zoeken klaar mee prima actie,2
heel goed kozp tuig buiten deur houden extremisme maken,2
och kijk deugen woke hoor denk klein kinderen oma heel trots kozp verstoord sinterklaas feest oma grijpt,0
kozp verstoord sinterklaas feest mooiere kop,0
jezus moeder theresa zeggen enige kiezers hebt klimaatgekkies kozp demonstranten onaangekondigd straat rijden mag mening hele grote minderheid opdringen mensen zwartepiet prima vinden,0
goede advocaat omzetschade verhalen kozp markt hen uur stilgelegd,1
deed kozp dag sinterklaas midden voortwoekerende pandemie natuurlijk bang nieuwe variant volendam,1
vind echt n kozp punt zp probleem ken nogal oude kleuterjuffen veertig jaar plezierige sinterklaastijd hadden sinds heibel weten moeten,1
vanaf ontstaan kozp heel serieus genomen alsof echt probleem bestrijden terwijl alleen problemen maakten zover kozp alle vrijheid krijgen tijd waar bijna verboden,1
kozp volendam zwartepiet niks demonstratie maken gewoon lekker provoceren slechte reclame anti racisme,2
net nosjournaal niks afgang kozp volendam soort randdebielen krijgen namelijk aandacht,2
we hoorden rutger mensen knuppels waterkanonnen malieveld af geslagen werden he,2
nederland kiest massaal chte zwartepiet laten we sinterklaasfeest verknallen zeurpieten kiezen we,2
nederlanders heel goed omgaan vrijheid meningsuiting geldt vaak alleen eigen mening ander zie kozp erica meiland mening bevalt eieren bekogeld contracten verscheurd,2
heldin kinderhand snel gevuld ieder z n eigen helden zullen zeggen aktie kozp zeer ongepast reactie alleen dame getuigd fatsoen,2
toepassing kozp,2
kozp lekker tolerant willen mening stroten duwen dorpen waar bestaan wisten,2
go zie kozp volendam,2
kozp geeft toe zwarte piet ordinair breekijzer gebruiken geld,2
lak 1 5 meter afstand elkaar houden corona maatregel grondrecht zeker code zwart dreigt,2
illegale kozp provocateurs verstoorde openbare orde vreedzaam verbaal agressief overtraden massaal verplichte 1 5 meter corona maatregel gezien dreigende code zwart schandalig vind,2
ok zit beter demonstratierecht provocatie werkt blijkt weer manier opereren kozp vanaf begin drammen velen ontvankelijk doel,0
kees bordjes kozp goed,1
mooi tij keert eruit gesubsidieerde malloten kick out kozp,2
gesprek tussen donkere schoonmaker 8 jaar geleden werk denk periode vaak,2
fantastisch terugvechten enige remedie zieke woke volk zwartepiet,2
alle kozp straffen demonstreren vergunning,2
tegenwoordig kozp clubblaadje,2
ei werpen mag verheugen toenemende belangstelling open nederlandse kampioenschappen,2
goede marketing actie kozp dom rechts laat wederom belachelijk maken terecht,1
hoezo tiel ontnemen eigen volk eigenlijk zwartepiet mogen,3
nee hoor nationaal socialisten elites misbruikt doel ditmaal vormen wereldregering waarbij nat tradities weg moeten ooit elites bang communisten hadden sterke leider nodig duitsland kozp,2
medelijden diegenen opgegroeid kozp m i tuig stelletje werkloze subsidieslurpers,2
hoop harte ondernemers claim kozp amp voorman neerleggen verhalen schade boter vis mening vies tuig demonstranten hulde volendammers,2
zingen volendammers wel waardige afscheidsgroet kozp,2
komt neger dorp gaat lopen roepen weg word nogal recalcitrant kozp agressiviteit zwart blank gelijkwaardig daarom onaardig wanneer onaardigheid past,2
heerlijk weg mporteerd subsidieslurpend tuig kozp,2
heerlijk volendamse nuchterheid kozp vreselijk clubje volendam,2
gesprek aangaan drammers kozp valt normaal woord mee wisselen nederlands,2
kozp staart tussen benen volendam weggejaagd,2
konden we weer wachten sylvana simons onacceptabel geweld kozp betogers volendam daarom kamervragen bij1 betreft plek racistisch geweld vraag minister actie komen antiracisme demonstranten beschermen,1
geloof lekker eigen frame alle kozp activisten economische vluchtelingen,2
kort bocht mag demonstreren mag daarbij directe confrontatie opzoeken natuurlijk leidt escalatie kozp zoekt expres confrontatie waardoor nieuws komt achteraf vermoorde onschuld spelen,2
kozp spontane demonstratie begonnen openbare plaats waarvan klompen kunt aanvoelen gemeentelijke verordening staan toestemming nodig n direct confrontatie aangegaan wet overtredend kijkcijfers,2
volgens marktlui kozp daarmee begonnen eieren oliebollen,2
hele anti zwarte piet beweging voornamelijk n grote massa generalisatie nitieerd aantal individuele slechte ervaringen paar luide lieden generalisatie keer stoppen grootste reden kozp serieus nemen,2
dankzij financiert hele kozp extreem linksch wo,2
nou hoef medelijden mee kozp medelijden mee leuk,2
waarom moeten wij verplaatsen punt kozp maakt verplaatsen gedachte d,2
ruimte kozp media krijgt disproportioneel media a,2
werkt provoceert tegenreactie krijgt roepen gefilmd opruien verstoren,2
kozp drammers alleen geliefd nzijdig linkse grachtengordeliaanse talkshow tafeltje,3
volendam kick out kick out zwarte piet beweging opgericht hulde volendammers rest v,3
toppers volendam gang kozp akwasi airfryer opgefikkerd,3
kozp betaald soros doel mensen elkaar zetten gelukt racisme,3
weet nergens kozp levensgevaarlijke toeren bus uith,3
levensgevaarlijke toeren uithalen bus kozp voetgangersgebied rijden ziek,3
kozp,2
ongelooflijk kozp zoveel ego sme laat zien terwijl jongeren depressief corona ouderen ondanks vaccina,2
22 bedreigers sylvana simons vervolgd 25 bedreigers clarice gargard vervolgd 23 bedreigers kozp vervolgd 1 bedreiger geert,2
huichelaar klaver zeg jokers kozp bewust kinderfeesten verstoren reacties uitlokken natuurlijk conform verdienmodel racisme kaart trekken oortje,2
volgens jou jouw holmaat d66 probleem kozp mag gewoon laat jij eigen kinderen bang maken hypocriet bent,2
iedereen doodmoe maximum denkvermogen anti blank clubjes bij1 kozp,2
vreedzaam kozp noem jij vreedzaam bewijst weer hypocriet bent klaver,2
straat inrijden waar mag bus parkeren waar mag demonstratie,2
precies goede vriend jarenlang zwarte piet mag vanwege donkere huidskl,2
zwartepiet wiedewiedewiet hoor wel zie kozp,2
kozp goed wijs joh stelletje doorgaans blanke idioten,2
rot gezeik zwarte piet blijft,2
hoppa weg kozp,2
oprotten kozp,2
pepernoten afgepakt demonstranten kozp zet volendam slechte traditie voort demonstranten af voeren vvmu politie radicalisten,1
wel waar nos kiest vaak demonstratierecht koppen zelfs doet vaak objectiever verslag demonstratie telegraaf doel demonstratie beter zegt vaak onjuist kozp,1
oprotten kozp liever bakstenen tuig,2
ooit malieveld gehoord vreedzame demonstranten kozp tuig jij ondersteund,2
per direct verbieden club komen alleen rotzooi trappen kozp,2
wij helmond beschouwen volendammers helden weg kozp tuig,2
genoeg klaar gedram cre eren chaos clubjes denken iedereen af moeten dwingen blacklivesmatter all live matter folklore zwartepiet kozp achter oren krabben kapot schamen,3
zoiets gewone traditie folklore beste onzin toe staan klein groepje drammers n ophef blijft maken anderen rechten ontkent recht claimt verzaakt volendam kozp genoeg genoeg,3
,3
kozp,3
top top woordvoerder rob veen geef duidelijkheid eieren gooien strafbaar mooi sla,3
respect jullie moedig kozp,3
,2
best stevige pepernoten mooie volendam kozp volendam zwartepiet sinterklaas sint,2
kijk kozp geweld gebruiken bord,2
jeugdboek schoen vandaag fuck kozp fijne sinterklaas,2
smerig tuig kozp,2
werkeloze tuig kozp,2
dank subsidie uitkeringstrekkend werkschuwe volk kozp extinctionrebellion,2
deugt inpakpapier zwartepiet,2
liegen bedreigd bent k btw waarom we nooit racistische aanslag kozp congres kraakpand gehoord beide landelijk nieuws,4
paniek zaal nadat kozp congres racistische groep belaagd vuurwerkbommen,4
leugens bedreiging jerry affryie vergeten zogenaamde bestorming kraakpand tientallen tegenstanders kozp voorpagina nieuws talkshow vullend nooit antwoorden gekregen nooit gehoord,4
knap hoor wel ei gevangen,1
kick out kozp,2
volendam beste oprotten gekken kozp fuckoff,2
helemaal geweld gebruikt daarnaast kozp uitgelokt ga eerder partij nakijken jullie willen amsterdam herdenking 4 mei afschaffen,1
provoceren klappen krijgen kozp provoceren,1
zeker vroeger hele goede herinneringen we wel moeten lachen volendam actie eigenlijk gewoon heel erg triest zotten kozp sinterklaasfeest rare smaak gekregen snap zotten podium krijgen,2
groote kans idioten kozp volgent jaar weer volendam gaan gewoon blij gratis oliebollen eieren mischien krijgen wel vis volgent jaar,2
local dutchies inbred volendam throwing fish at people protesting blackface zwartepiet netherlands cc,3
barbaren volendam vrouw gooit eieren demonstranten kozp geloven moeder,3
lekker verhuizen suriname jij vroeger blij sinterklaas zwartepiet school kwam,3
fascisten kozp moeten schamen,3
jet nl we amerikaanse situatie n n nederland hadden overgezet hadden we vijftig jaar zwartepiet gehad volendamse feestje wel lang genoeg geduurd kozp racisme,3
demonstratie kick out zwarte piet volendam betogers weg politiebegeleiding via kozp volendam,3
protesteert w l pelotons klaar staan arrestanten bussen wel uren vas,1
kozp mag demonsteren waar willen reactie mensen,1
premier vicepremier ongevaccineerden zwartepiet toespelen zelfs verkapt bedreigen allemaal prima tweet geert echt,2
fuck kozp fuck rutger,2
ach doet tenminste ets nederlands erfgoed behouden geeft af anderen lekker tablet thuis kopje slappe thee mariakaakje mag hoor wel trots mevrouw alle frustratie eruit prima weg kozp,2
ken bewonder belichaamt precies datgene gedaan moest onverdraagzamen kozp echt geweldig,2
ftfy mevrouw mag echt hoge onderscheiding krijgen hoor maak kennis heldin eiergooister volendam waarmee victorie kozp begonnen hoppa fantastisch mens,2
zeker chique alle frustratie uitkomt mensen zichzelf soms hand wel effectief kozp puur provoceren,2
ooit wel gezegd totaal spoort waar misgegaan armzalige kortzichtige leventje,1
dogma s blijven hangen jij wel simplistische retoriek gezwets genocide kritiek 19e eeuwse verzonnen figuur spreekt boekdelen biologische zin bestaat blanke ras wel domme witten,1
wap ga weer terug ballenbak simplistische geouwehoer,1
kozp nederlandse belastingbetaler betaald haalt inkomsten crowdfunding donaties,1
hey wap wilt citeren janlammertink waarom domme wap weer corrigeren,1
waarom eigenlijk gekozen nederland komen wonen kunt amerikaanse situatie 1 1 nl overzetten weet misgegaan inburgering zwartepiet blackface bot anders beledigen,3
tuurlijk elke richting goed zolang gewenste richting getuigt weinig behoefte samenleven andersdenkenden vind echt gedram weinig constructief succes missie fijn weekend zwartepiet levenenlatenleven,3
gelukkig weet meneer laten we vooral houden voel beledigd wel zwartepiet wittepiet,3
echt top racisten weggejaagd nota bene oliebollen hoeveel gekker fantasten subsidieslurpers geengedraminvolendam art1 verdeelenheers volendam kozp palebluedot wedonotforget verbodentekijken,3
man sponsort kozp hoog tijd activiteiten verboden,3
tweeluik weet ghana vaderland ghanese kozp leider ghana,1
goed idee waar niemand airfryer trawanten soort kernafval iedereen vindt ervan af niemand volendam kickoutkozp kozp,2
uurtje genieten beelden gemaakt slachtoffers p volendam zwartepiet kickoutkozp,2
schade kozp verhalen gingen toestemming bus volendam provoceren,2
laten we onthouden gekkies kozp weer willen gaan demonstreren onze dierbare kindervriend zwarte piet v r nijmegen,2
rubberen pop,1
korte demonstratie wellicht idee alleen randstad bezoeken rest land gewoon houdt zwarte piet kozp,2
krijgen vast lintje pff,2
helden kinderen kozp moeten oprotten lekker eiland gaan staan demonstreren hopen stortvloed,1
rutger kaal kop wij trots volendam viezeriken kozp moeten overal weg gejaagd,1
volendammers jullie helden kozp volendam,1
mag wel hopen jonge moeder vreedzame inclusiviteitsdemonstrant schandelijk weg verspert,2
lief jullie zullen wel dankbaar sponsoring jullie jaarlijkse uitje friese vlag gewoon karma krijgt groeten blokkeerfriezen kozp volendam,2
jezelf twitter magica noemen cijfers jij leeft eigen autistische wereld jammer h jij net bus hebt gemist dagbesteding kozp volendam,2
alweer traditie kloten kozp eerder algemeen dagblad oliebollentest,2
alsof niemand wist wel leuk achterkant vd bus friese vlag sponsor ggz friesland kozp krijgt boete,2
update volendam kozp zie friese vlag bus kijk sponsor ggz friesland,2
helemaal leuk net ontdekt friese vlag achterop bus volendam zit kozp sponsor ggz friesland,2
update kozp kozp volendam staat echt achterop bus vlag friesland sponsors ggz friesland,2
blokkeerfriezen volendammers prachtig volk kozp volendam,2
npo hele lange avond kozp ellende volendam,2
1 hele minuut denk volledig teken kozp haat volendam gaan,2
eerst kozp advocaat even ophalen zitten vanavond elk praat programma o neutrale npo,2
uren kijken kozp volendam,2
gelukkig we beelden kozp volendam,2
kozp volendam,2
kozp geko d,2
gaan wij 20 jaar kozp,2
opletten luitjes kozp,2
oh jesus fantasie slaat weer hol,2
ondertussen cura ao 4 dec 2021 sint wit geschminkt pieten kleuren sylvana volendam kozp zwarte,2
standbeeld dame kopz kickoutzwartepiet,2
speciaal alle oliebollen kozp prachtig chanson mooivolendam,2
weet kozp racisten puur kijkt betekenis racisme standpunt kozp namelijk alle blanken racisten daarmee discrimineert gehele ras hoop nederige excuses vast inzitten,1
word beetje kozp moe zwarte piet gezien jaar amsterdamse regio hou mee komt allemaal goed gun blanke onderdrukkers beetje tijd,0
kozp begrijp demonstratie volendam onaangekondigd toestemming corona demonstranten toestemming mogen demonstreren kozp gelijke monikken gelijke kappen,2
actie reactie kozp betreft initi le goodwill verknald agressieve optreden gegeven n it genoeg grijze piet k kapot onterechte claimen slachtofferrol gaat hen macht gekwetste zieltjes,0
denk winkel syl enkele reden onacceptabele gedrag rupsje nooitgenoeg kozp mee nemen evaluatie racistisch geweld roepen levert aandacht fuck samenleving geheel eigen kluppie eerst,0
agressie blijft grootste bezwaar kozp nooit genoeg grijze piet k wijken daardoor gaan twijfelen oprechtheid zogenaamde gekwetsten zp gaat allemaal macht invloed,0
net ihkv kozp ophitsen vervolgens slachtofferkaart trekken werkt h l goed progressief denkt vingers blauw typen arme sylvana verdedigen dank tip boek pakken,0
durf zover gaan kozp welbewust uitlokt vervolgens slachtofferrol kruipen modus operandi bewezen effectief,0
punt jij eerste tweet eenzijdig beziet vanuit standpunt kozp breng daarop nuance,0
pegida moslim wijk gaat vertellen slecht vinden we allemaal slecht kozp even wijs komt volendam lekker provoceren anders ga echt volendam ineens vreedzame demonstranten,0
kozp demonstratie eigenlijk aangemeld vereiste lijkt elke weldenkende burgemeester laten gaan welke manier,0
roetveegpiet kozp wel weer erg onze maori s,1
haha onze doelstelling sociale cohesie vergroten verstrekken bus woke polariserende grachteng,1
schrijft illegale n intimiderende demonstratie kozp verkeerd,1
nee genoeg nuances klaar rascisme jaren genuanceerd toonzetting gedacht niks geholpen radicaal kozp,1
so strijders volendam,1
onze vrijheid meningsuiting staat druk iedereen doet net alsof nl super racistisch benieuwd reageert provoceren kozp vind deugnederland natuurlijk terecht zielig,2
waarom moeten wij verplaatsen punt kozp maakt verplaatsen gedachte kinderfeest stop deugvragen,2
volendam geweldig gereageerd jullie helden nederland zat steeds schreeuwen racisme kaart trekken kozp zorgt verdeeldheid land,2
zwartepiet gt gt club zwartepietloodventer jerryafriyie hiervoor tienduizenden euro s belastinggeld betaald koekje gemeente amsterdam,2
burgemeester janhamming anti zwartepiet racisten waarde hecht zwarte piet meteen racist zwarten ras discrimineren wel net,2
klapperboomactivisme extinctionrebellion warhoofden olv zwartepietloodventer bezet voc schip strijd zwartepiet gt gt,2
martinbosma sinterklaasfeest gesloopt woke via gt gt beginpunt via sunnybergman blackface usa gelijk stelde zwartepiet gt gt subsidies steun zwartepietloodventer amp co gt geschiedvervalsing la stalin,2
bibliotheek kampen blij pvv boekjes zwartepiet gt gt gt gt bibliotheek steunt geschiedvervalsing vaandeldragerprogressieverassenorde usa mporteerd associatie zwartepiet blackface propageren,2
mocht zwartepietloodventer klapperboomactivisme kozp laten zien volg methode vo,2
mocht zwartepietloodventer klapperboomactivisme kozp laten zien volg methode volendam,2
top gozer vele visboeren voorbeeld mogen volgen,1
standbeeld dame kopz kickoutzwartepiet,2
rose terrible action against kopz kick out zwarte piet rose the egg thrower kopz kickoutzwartepiet,2
burgemeester volendam kozp mocht demonstreren belagen,2
rose terrible action against kopz kick out zwarte piet kopz kickoutzwartepiet,2
ingrid the egg thrower action against kozp kickoutzwartepiet kozp kickoutzwartepiet,2
ingrid the egg thrower action against kozp kick out zwarte piet volendam netherlands kopz kickoutblackpete,2
ingrid the egg thrower action against kopz kick out zwarte piet kopz kickoutzwartepiet,2
sinds komst kozp dachten we racisme jullie aanstichters tweedeling,2
geweldige dame genoeg genoeg h kozp opruiers mogen grijpgrage subsidiehandjes knijpen z,3
kozp aanvoerder ghanese nederlander jerry afriyie would be dichter beleidsmedewerker pakhuis zwijger amsterdam waar zwart racisme progressief gezien,3
vind m schitterend gat markt bomen bloemen immers mooist buiten grond coronaprotest,3
filmpjes confrontatie tussen volendammers kozp blm nl antifa laten onschuldiger beeld zien jerry afriyie schetst jerry s verdienmodel zielig z g witte discriminatie vereist liegen bedriegen provoceren,3
iedereen weer gedaan kozp deug nederland trapt weer,2
kijk kozp aanpakken kop kont dorp sodemieteren volendam komen voorlop,2
volendam oliebollen volgende keer bossche bollen denbosch dtv kozp zwartepiet,2
onaangekondigde burgemeester goedgekeurde demonstratie waarom demonstranten n,2
wauw pro eu pro vaccinatie type kozp denk hoop jou,2
he sander beta weer betreft mag kozp bakstenen gegooid volgende keer,2
waarom sluiten witte sociale bewegingen nooit kozp protesten waarom massaprotest,1
zeg baroniedeheer tenminste eerlijk verpakking zetten racistische karikaturen verkopen via supermarkten kozp abolishsinterklaas,1
who are you kidding jerry we allemaal filmpjes jullie provocaties gezien kozp volendam,2
volendam voorbeeld rest nederland kick out kozp,2
bizar marginaal clubje onschuldige traditie zeep helpt oneigenlijke argumenten ordinair opportunisme half nederland angstig intrapt kozp,2
gesubsidieerde provocateurs buslading schreeuwers megafoons rustige zaterdagmarkt loopt winkelende gezinnen kinderen stuipen lijf jagen fruit oliebollen heel beheerst pek veren misstaan kozp volendam,2
volendam schaam kozp zwartepietisracisme volendam linda volendamkanhetniet,1
duwt ff kinderwagen kant vervolgens agressief vreedzame demonstranten alleen komen lopen fuck outta here volendam schaam zwartepietisracisme kozp t,1
goed gedaan volendam waarschuwing kozp klaar jullie gaan winnen jullie gekickt eieren bang volgende demo jullie voorwerpen kinderfeest onthoud,2
discussie inmiddels overbodig aangepast roetveegpiet jullie verpesten kinderfeest gewoon bek houden kozp anders donder waar vandaan komt we jullie zat,2
nou mijnheer klaver aangekondigd markt overlopen zelfs mensen ondersteboven gelopen kinderfeest ok discriminatie goed kozp heefd alle punten gelijk gekregen waarom doorgaan provoceren,2
7 gt gt laat aub even,2
volendam zwartepiet trots volendam we gedram racisten zeggen racisme echt zat wegwezen,2
markt pvv bolwerk zwarte piet gaat demonstreren reactie verwachten,2
trotse volendammers laten kisten nederlanders wakker volendam,2
tuig kozp pek veren volendam,2
nou h haal hooft bus pakken volendam rijden terwijl mensen bus kaartje permitteren echt goed klimaat allemaal pot gerukt mensen kozp,3
wederom belachelijke actie kozp ga keer nuttigs,0
redelijkheid lol winkeliers bedreigen wanneer zwarte piet etalage hangt terreurgroep kozp,0
speciaal alle oliebollen kozp prachtig chanson mooivolendam,2
kozp drammers alleen geliefd nzijdig linkse grachtengordeliaanse talkshow tafeltjes overgrote deel nederland canyon jaren 80 repeat stand staan mooivolendam,2
prachtig troostmuziekje kozp drammers z n allen krijgen we nummer wel weer n nederland mooivolendam,2
ziet subsidie jaar kozp overgemaakt,2
ach zieligheidskaart getrokken komende dagen alleen huilend kozp addergebroed mainstreammedia volendam,2
ach zieligheidskaart getrokken komende dagen alleen huilend kozp addergebroed mainstreammedia volendam,2
jij beter rotte vis klauwen moeten,1
jij n meeloper kozp eikel bent,1
beste huidige tijd onacceptabel jullie afbeeldingen zwartepiet winkel hang,1
vooral blanke vrouwen lopen voorop kozp waarschijnlijk thuis fijne sinterklaasfeest hater werkeloos bank zitten,2
schandalig denken nou gvd nare gasten zeg weg kozp,2
meerdere tradities walgelijk sinterklaas feest oude vorm walgelijk demonstraties kozp vreedzaam demonstraties boeren wappies kant barbaars,2
subsidies george soros geld kozp,3
kozp betaald figuren zoals george soros samenleving ontwrichten kozp sinterklaas,3
volendam schamen vindt kozp kinderen aangemoedigd bekogelen kozp advocaten achter hand betaald george soros subsidies eigen land,3
taakstraf 24 uur,1
dank geert kozp s afgang volendam mooiste sinterklaaskado we konden wensen weggejaagd oerhollandse oliebol,2
best wel hollands kozp verjagen oliebollen,2
vergeet kozp maastricht moest terugtrekken vorig jaar gewoon tegenin gaan groen grijze busbedrijf mag wel gouden eikel zeg vergunning aangevraagd zet bus waar mag,2
he waar jij kozp dreigbrieven rondzond,2
gebeurd meerderheid volk zwarte piet bedreigingen kozp brieven bedrijf speciale aandacht krijgen actiegroep legt minderheid meerderheid bedrijfsleven gevoelig gewoon nazipraktijken 2 0,2
nee hoor opruimkosten 50 kozp mochten demonstreren deden wel plus boete ongeoorloofd parkeren 2 touringcarbussen,2
bedoel verpesten kinderfeestje kozp,4
10 jaar actie voeren vertrekt kozp staart tussen benen volendam,4
mensen kozp aanvalt perse racistisch net zoals zwarte piet per definitie,4
afgelopen gedemonstreer kozp doel bereikt misschien twee,4
wel belangrijker zaken zwarte piet waar kozp druk maken denken salafistisch gedachtegoed daaruit voortvloeiende homofoob gedrag bejegening vd vrouw islam steekincidenten jongeren paar zaken noemen,4
zootje ongeregeld kozp biel komen verzieken,4
stennis uitgelokt kozp kinderfeestje n gesubsidieerd clubje wel belangrijkers n zwarte pieten feestje verschijnen zag zelfs huilende kinderen kozp raddraaiers sinterklaas intocht verschenen,4
volgens verpesten kinderfeestje kozp waar gaat votm uitlokking groepering strafbaar,4
och zie verpesten kinderfeestje kozp teveel aandacht schenken zoiets bloedt vanzelf keer dood,4
derde keer vandaag artikel komt aandelen sinterklaas feest vieren,4
niks vinden google arnoud dijksma waarschijnlijk troll account,1
zogenaamde antiracisten lekker tolerant volendam kozp,1
zit wel dwars h querulanten oproerkraaiers kozp kregen terecht koekje eigen deeg volendammers zitten eenmaal wachten uitkeringstrekkende non valeurs bijlmer,1
tsja verwachten kozp jullie welkom volendam amsterdam gelderl,2
ei gooimevrouw nterviewd rtvnh volendam kozp zwartepiet sinterklaas,2
vraagje politie boa klopt mondkapjes bus nodig sommigen kozp volendam,2
bijna tien jaar slopers kozp gang gaan vandaag einde gekomen,0
behandeling oproerkraaiers kozp voorbeeld mag dienen voortaan gaan waar verschijnen,0
volendam kozp weggejaagd bekogeld oliebollen,0
1 laatste sneer kozp hou mee verdient geld nl krijgen via subsidie hen hard werken precies kozp nazi volk vind bloedzuigers profiteurs mening fijne nacht,2
eindigt tijdperk kneuterigheid onaangekondigd volendam gaan handig mogen blij gelynched kozp,2
mensen 1 2 3x per jaar tijd zin enkele bussen on aangekondigd amsterdam af reizen doel megafoons spandoeken vreedzaam stoep jerry afriyie demonstreren sluit koja kick out jerry airfryer kozp volendam,2
jesse laat eerst informeren voordat roept 2e kamer bent snap wel best gaat stemmen demonstranten begonnen gooien nee verre vreedzaam onaangekondigd kozp volendam,2
opzouten,1
nee noemt chaos volksfeest sint piet volksfeest chaos ontstaat minderheid geforceerd volksfeest verbieden volendam zwartepiet zwartepietisracisme,2
zwartepiet,3
nl tolerant ging fout select groepje vond nl ers moesten aanpassen 180 ande,3
kozp laten zien echte fascisten,0
zullen angela jong vragen cancelen kozp demonstraties vrijheid meningsuiting geding,0
laat iedereen eigen mening waarheid zoals jij mag kozp willen we democratie fascistische elementen geweld zoals jij wenst,0
correctie waarheid kortom mening graag verkondigen verwerpelijk goed recht precies kozp mening verkondigen verwerpelijk jou gelijke monniken gelijke kappen,0
zit onzin kramen vanwege haat jij weet ander wanneer kozp gaat iedereen overal mag demonstreren kozp mag bent gewoon schijnheilig minder einde discussie,0
wilders mening mening mag sommige wilders daarom beveiligd kozp mening mening mogen sommige gebruikten geweld gelijke monniken gelijke kappen,0
intimidatie kozp lokt agressie precies bedoeling totalitaire trucjes z,2
oliebollen eieren stoeptegels maakt kijk bewaakt politie juist,2
proef beetje dezelfde argumenten kozp blm staan meeste mense,2
vanaf dag n speelden anti joodse sentimenten grote rol binnen kozp d66 groenlinks associ erde,2
tsja verwachten kozp jullie welkom volendam amsterdam gelderland waar onze cultuur boek ticket sodemieter,2
spijker kop zwartepiet welterusten,2
sorry even betrek alicia zeker racist houdt namelijk zwartepiet houdt trouwens alleen vriendschap heerlijk trots we volgers elkaar,2
uitmaken racist zwartepiet hou dodelijke ziekte schelden mis precies,2
zwartepiet racisme stukje geschiedenis,2
zwartepiet racisme geschiedenis zwartepiet ga huiswerk antizwartepiet zeikstralen,2
erica liep megafoon tijdens suikerfeest haagse schilderswijk gillen kozp daarin lopen kinderfeest verzieken gillen zwartepiet weg provoceren mensen boos terecht,2
provocerend kwaadaardig tuig jullie vermoedende winkelende mensen markt oren gillen vanuit megafoon zwartepiet weg huilen paar oliebollen eieren,2
blank wit logisch volendammers kwaad werden kozp gestoorde provocerende gekken megafoon gillend zwartepiet weg markt verwacht,2
wens iedereen mooi sinterklaasfeest toe morgen gezellige pakjesavond pepernoten gezelligheid sinterklaas zwartepiet,2
frank bij1 heldin opkomt zwartepiet indringers volendam wegjaagt wegwezen,2
trots volendammers weg kozp helemaal gek geworden kop kont dorp jagen wegwezen,2
hulde volendammers kick out kozp,1
mevrouw verdient lintje kick out kozp,1
geweldig eindelijk kick out kozp,1
inderdaad kick racistische tuig kotz land zwartepiet,0
onkruid vergaat helaas kozp,0
terroristen kozp moeten inderdaad opgepakt,1
kozp ontevreden iedereen laat links liggen weinig publiciteit haal subsidies binnen lekker provoceren,1
kozp ontevreden iedereen laat links liggen weinig publiciteit haal subsidies binnen lekker provoceren,1
kozp ontevreden iedereen laat links liggen weinig publiciteit haal subsidies binnen lekker provoceren,1
kozp ontevreden iedereen laat links liggen weinig publiciteit haal subsidies binnen lekker provoceren,1
kozp ontevreden iedereen laat links liggen weinig publiciteit haal subsidies binnen lekker provoceren,1
hoop jerry reageert bij1 kozp,3
7 gt gt laat aub even doordringen persoon vs zorgde levenslang slaaf blijven poc zwarte man zwarte man slaaf hoeft wel lief begon kozp volendam,3
5 gt gt beste kozp graag jullie reactie zwarte slavenhouder anthony johnson,3
2 gt gt lees aub hen ging zelfs rechter eigendom zwarte man slaaf won ene poc gekleure slaaf hoor blm kozp nou nooit,3
natuurlijk ironie zowel mensen jerry kozp goedbedoelende vaak blanke sympathisanten willen zien volendam zwartepiet,3
jerry mag zeggen ghana komt land racisme ongelijkheid eerst richten leed stuk erger nederland first things first kozp volendam zwartepiet,3
vind eieren gooien triest vind mensen ten onrechte racist maken triest oplossing echte diversiteit echte inclusiviteit iedereen mag sinterklaas vieren x zwarte piet roetveegpiet kozp zwartepiet volendam,3
snel bang tegenover racisten cd cp86 gestaan waar jij wijze spreken natuurlijk zwartepiet zwartepietlovesallcolors,3
jerry kozp tegenovergestelde zeggen willen bereiken willen zien zien verliezers wij allemaal poc schaamt kapot zulke mensen,3
nou leg jij transformatie overwonnen demoon loki helper vriend zwartepiet aub,3
kom amsterdam links vega enz schaam kozp zeker mensen jerry amsterdam aub vereenzelfigen mensen kozp voorbaat dank notinmyname kozpisnietamsterdam,3
kozp wint zwarte piet slag heel heel heel kwaad bloed gezet verder,3
bedankt reactie mag vragen waar doelt nogal aparte tweet komt nogal lucht vallen kozp zwartepiet volendam,3
helaas wiebe kozp gaat winnen bredere strijd verliezen,3
inderdaad problemen zoeken kozp zwartepiet volendam,3
jaren zeg kozp zorgt verdeeldheid polarisatie,3
uiteindelijk kiest blanke woke elite ineens anti zwarte piet uiteindelijk zichzelf kijk witte wijken witte scholen segregatie neemt alleen toe zwartepiet kozp volendam,3
zeker ontken ten koste verdeeldheid groter ooit kozp wint slag mening helaas verliest bredere strijd ach ligt woke elite zoals jerry wakker kozp zwartepiet volendam,3
tja slim kozp zorgt alleen verdeeldheid polarisatie netto effect uiteindelijk zeer negatief mensen trekken steeds terug eigen bubbel,3
klopt begreep demonstratie wel aanmelden kozp gedaan,3
aub naamgrapjes net huidskleur ras geaardheid naam krijgt niks hoop ooit gedachtegoed methodes kozp veroordelen slimme man ooit wel zien,3
hoop ieder weldenkend mens kozp distantieren kozp zwartepiet volendam,3
waarom val grond uiterlijk paul kozp zwartepiet volendam,3
sprakeloos joos joos waarom haat erik kozp zwartepiet volendam,3
