clean_text_string,modularity_class
sylvana simons verwacht beter lieve mensen vier sinterklaas zoals zwarte piet zwartepiet roetveegpiet jij leg mening anderen kozp zwartepiet volendam,3
waarom grijpt politie kozp mensen onterecht racisme beticht kozp zwartepiet volendam,3
goed deelt overigens politie mening demonstratie moeten stoppen kozp aangemeld verder mensen ten onrechte racisme betichten domme zet kozp kozp zwartepiet volendam,3
bedoelt val kozp kozp zwartepiet volendam,3
mensen jerry afriyie zorgen verdeeldheid polarisatie jerry kapot moeten schamen aanricht man zichzelf aankijken spiegel kozp zwartepiet volendam,3
bron kozp zwartepiet volendam,3
zover weet correct if i am wrong demonstratie aangekondigd verder mensen ten onrechte gaat maken racist verwachten mensen boos kozp zwartepiet volendam,3
bij1 stelt vragen dreigen geweld akwasi kozp zwartepiet volendam,3
hoop overigens akwasi zei zwarte piet gezicht trappen dreigen geweld kozp zwartepiet volendam,3
nederland dien demonstratie melden kozp gewoon moeten zoals iedereen verder mensen onterecht betichten racisme logisch boos reden dingen gaan gooien geldt beide kanten zwartepiet,3
links tegenwoordig mensen wegzetten producten incest ps links kozp zwartepiet volendam,3
nou echt snap jij voorheen nooit zwarte piet gehoord vind racisme kortom verschillende meningen waarom accepteer mening anderen serieuze vraag zie reactie zwartepiet kozp volendam,3
hoop inderdaad parodie zie reactie sander volendam zwartepiet kozp,3
2 gt gt ongelijkheid framen termen kleur ras laten we echte ongelijkheid onderliggende factoren aanpakken mag zwarte piet zwartepiet kleur ras totaal irrelevant gelukkig volendam kozp,3
sander mag hopen tweet parodie zwartepiet kozp volendam,3
mag sinterklaas vieren zwarte piet zwartepiet nederland laten we elkaar respecteren we zaken verschillend denken ophouden elkaar verketteren,3
jij stuurt artikel leest bedank ervoor mag mening verschillen kwestie we willen diversiteit aangaande meningen zwartepiet idd abortus homohuwelijk enz links he butnotwoke,3
zegt zwarte piet racisme beticht persoon anderen sinterklaas vieren zwartepiet racisme mooier maken we moeten zwijgen soort wangedrag nogmaals fightthegoodfight heel lieffinks jongentje he,3
klopt aanvallends feitelijk onjuists twitter naam zet stel aanvallend heel jammer heel onnodig kijk liever mensen bindt waar we verschillen kwestie perspectief instelling he zwartepiet,3
2 gt gt verder oplossing heel simpel sinterklaas zwarte piet prima zwartepiet prima roetveegpiet prima leven laten leven echte inclusiviteit diversiteit we got a deal,3
elke vorm racisme bestrijden tegenover echte facisten gestaan zwarte piet racistisch uitschelden zwartepiet mag moeten we tegengaan anders,3
feit mensen toevallig vorm geef vorm belang off topic waarom staat he him bio bent duidelijk man ging ns treinen zwartepiet,3
bedankt fav zeggen aub wel we soort gedrag aankaarten netjes beleefd tegenstelling anti zwarte piet mijnheer zie reactie ns zwartepiet,3
vorm zeker belang zeg ns stop onderscheid eerste tweede klasse zeg netjes topicstarter zegt netjes to say the least ach beticht mensen racisme zie naam jammer zwartepiet,3
lijkt mensen zwartepiet vieren sinterklaas hoek racisten zetten heel triest naam zet natuurlijk buitenspel blijft persoon ns netjes vind knap plusje ns please,3
originele twitteraar ns tijdelijk moeten stoppen onderscheid eerste tweede klasse manier waarop vraag gesteld heel triest naam mensen betichten racisme zwartepiet heel jammer corona covid,3
originele twitteraar ns tijdelijk moeten stoppen onderscheid eerste tweede klasse manier waarop vraag gesteld heel triest naam mensen betichten racisme zwartepiet heel jammer corona covid,3
prima gelukkig voltaire mening mijne kozp moeten zeggen wij willen zwarte piet we zullen vechten recht wel houden respect jerry and friends oneerlijk,3
prima iedereen sinterklaas zwarte piet invullen x leg ander dingen noem mensen racist omwille toevallig zwarte zwartepiet time to moveon nl echte problemen wereld,3
zwarte zwarte piet niks maken zwarte poc weet iedereen seconde verdiept oorsprong zwarte piet kozp zoekt problemen,3
police does not act as anti blackface protesters are attacked kozp volendam zwartepietisracisme,1
hebt kozp actie hiermee juist geslaagd volendam erin getuind lekker genegeerd uurtje weg gegaan media aandacht voorstanders zwartepiet neergezet respectloos geweldadig racistisch,2
niemand n harassmentstrategie kozp j ist geweld amp rotzooi lokken zodat voorstanders zwartepiet negatief media komen volendam getuind zeggen dank 50 man w l aandacht krijgt,2
intimideert bredeigt nou groep leden capuchons mondkapjes megafoons schreeuwend discriminatie racisten straat nietsvermoedende mensen zwarte piet zien moment overvallen kozp strategie,2
snapt wel kozp geslaagde actie juist voorstanders zwarte piet succesvol media neergezet gewelddadig bekrompen behoudend racistisch doel bereikt volgende keer denkt burgemeester wel 2x vergunningen intocht,2
betreft plek racistische bij1 hufters kozp,3
we nemen sinterklaasfeest terug woke losers kozp,3
volendamse reactie kozp enige juiste verdient landelijke navolging trotsopvolendam,3
vrouwen boerkas pinguins nl ophef alom institutioneel racisme groot probleem meiland dood bedreigd zwarte piet racisme nl vrijwel overal zp afgeschaft doodsbedreigingen kozp activisten vervolgd,2
mooie oproep kozp,2
zegt marxist kozp land vlerk,1
kende jij doorgeslagen gescheld denk monopolistisch krantejargon verward zouden noemen rijp ach laat kozp,1
zullen we faciliterende busonderneming groengrijs amsterdam zuider amstel cancellen o wacht rijden alleen activistische minderheidclubjes zie waarschijnlijk gesubsidieerd soort zoekt soort kozp kogroengrijs kortom kogg volendam,1
1 kozp kwam aankondiging 2 jerry stond megafoon provocerend schreeuwen t gezicht vrouw kinderwagen 3 geweld eieren oliebollen gooien beetje duwen weer g n geweld helemaal g n racistisch geweld doe ff normaal,2
omstanders laten weten bedoeling anti zwarte piet demonstranten haven duwen zodat water zouden vallen zouden zwemles krijgen aldus groenteboer volendamse markt volendam kozp,2
nieuwe traditie maak jeu oliebol volendam kozp,2
vergissen kozp wel zwarte piet steeds vrij geliefd populair jaar zelfs weer populariteit gestegen nederlanders 10 jaar jerry afriyie bezig zwarte piet laten verdwijnen lukken volendam,2
speciale actie vandaag volendam 10 oliebollen halen 15 gooien kozp,2
nee kozp welkom volendam oliebollen eieren vlogen oren hahaha dag sinterklaasje terug bus weer,2
waarom onderstaand artikel m b t zwartepiet ineens website geschrapt teruggefloten vanaf hogeraf pvv,2
zielepoten volk kozp onschuldige slachtoffer uithangen ondertussen lopende band uitlokken n provoceren,2
hadden padvinders kozp harder moeten pakken ongeautoriseerde demonstratie terug moeten schoppen instelling waar vandaan kwamen komen bus uitstormen beginnen direct bl ren jmmr da k pek veren teruggeduwd,1
bizar jij steeds a dam rondloopt afbraak beleid maart hoop opkrassen hopelijk kom terug achterhoek missen kozp misschien emigreren land waar wel pruimen,1
natuurlijk kozp w,1
weet weer waarom links rechts opgeschoven links totaal inlevingsvermogen gewone man geval volendammer rol kozp buiten beschouwing laten arrogantie,2
nee stond kraam markt overspoeld kozp demonstranten demonstratie hadden aangekondigd megafoons riepen racisten eieren gegooid weet pislink geworden,2
voorspelbaar kozp doet erom,2
yes 19 euro per volopaling waarvan 15 kozp bus stukke ruit,3
never forget vrolijke snoetjes kozp zwartepietisracisme,4
iedereen zegt onaangemelde vreedzame protest verbroken moeten,1
tldr regels stellen demo mag inclusief aanmelden betekent autoriteiten zomaar elke dem,1
z w a r t e p i e t i s r a c i s m e zwartepietisracisme alleen volendam solidariteit kamera,1
kozp kieskompas prodemos grootste eigenaar alle schoolboeken nederland gezamenlijke geldschieter soros weinig journalisten politici stellen vragen blijft stil onderwijsveld,2
1 nederlands onderwijs leermiddelen prodemos kieskompas kozp krijgen donaties filantroop soros,2
volendam verjaagt anti blanke terroristen kozp via,3
verklaring kozp protest zei iedereen mening mag uiten onaangekondigde demonstraties toegestaan denkt burgemeester volendam anders,2
gayfr vraagje kozp herrie schoppers politicies,1
held 4 december,1
verwacht hele corps klaar staat on aangekondigde demonstratie,1
pek veren verjaagd weg kozp beroeps racisten,1
grappig loopt 10 jaar zeiken steeds jij verdiept echte feitelijke,3
volendam jaagt kozp dorp geweldig mooie actie volendammers groetjes t dokkum,3
weet waarom kozp schandalig boel lopen hitsen heel vaak volendam supergezellig wonen asielzoekers nederland geeft hoge druk zorgstelsel onderwijs politie justitie etc zwarte piet terug,2
laten we hopen alsjeblieft zeg volendam kozp weert we laten onze identiteit afpakken,2
trek volendammer vishandel aangekomen oliebollen eieren kozp,2
volendam zwartepiet,2
volendam zwartepiet,2
henk ingrid volendam zwartepiet,2
hadden allang afgeleerd verhaal verkondigen durft echte problemen bepaalde landen kozp nooit horen lastig moeilijk weinig useful idiots mee lopen,3
grappig kozp verdiept jaren materie willen eigen werkelijkheid maken voortdurend hetzelfde blijven schreeuwen houden echte feiten past narratief,3
racisme net n klein groepje kozp drammers komt echt zwarte piet geschiedkundige racistische achtergrond kozp zorgt juist oplossing zorgt alleen gesubsidieerde polarisatie,3
kom joh demonstratie recht bestaat zeker onaangekondigd bedoeld zieken geschiedkundig zwarte piet racisme boodschap klopt racisme land ontkennen komt zp kozp helpt,3
blackface pieten bestaan hoop volendam water ingejaagd komt dorp jouw bekrompen achterlijke onwaarheden dringen tja bokje teamvolendam volendam kozp,3
typisch zielig kozp teamvolendam,3
waarschijnlijk opruiers idioten kozp eten geven,3
grappig loopt 10 jaar zeiken steeds jij verdiept echte feitelijke geschiedenis zwarte piet tja past jouw aanvraag subsidie kozp volendam teamvolendam,3
top volk volendam kozp volendam,3
komt aap mouw gaat mitchell esajas alleen geld zwarte,0
filmpje horen zwarte piet alleen middel groter aandeel subsidiepot 80 miljoen krijgen zp racisme gemakkelijk sentiment werkt laat duidelijk ware reden kozp nuc zien deugers trappen,0
overtuigt allemaal aanstellerij kozp,0
mikulas engel duivel 250kcs 10 euro 2 kinderen zie link duivel wel black face ergste,2
nogal geobsedeerd volendam nou betreft kozp tuig goed vanaf gekomen,1
bullshit ieder geval kozp tuig bus weer gewerkt opgesodemieterd,1
bloed gezien jij nou zeuren oliebollen eieren licht spul kozp werkelijk dokkum heel anders uitgepakt jullie echt geluncht,3
volendam jaagt kozp dorp geweldig mooie actie volendammers groetjes t dokkum,3
geweldige pek veren volendam volendam zwartepiet,1
kozp verjaagd volendam hulde demonstranten willen begrijpen woke zone stopt buiten ra,1
prima opzouten domme racistische zieke hersens kozp ertjes nederland begint genoeg krijgen verzieken gezellig kinderfeest kleine clubjes zieke hersens overal racisme zien,2
perfect vaker gebeuren nederlandse volk begint steeds genoeg vuile smerige domme kozp clubjes krijgen gezever racisme waarom zwarte man trouwens zwarte piet mogen spelen zoiets,2
gelukkig zien we steeds zwarte pieten weer school kleinkinderen leuk gezellig plezier kinderen hadden mensen krijgen schoon genoeg gestoorde gedachten kozp clubjes,2
volendam groot gelijk weg racisten kozp leuke werden aangevallen oliebollen nou kozpers stel gesubsidieerde oliebollen iq amoebe subsidie niks niemendal,2
vreedzaam kozp noem jij vreedzaam bewijst weer hypocriet bent klaver,2
kozp vecht emancipatie onze donkere broeders zusters schopt verondersteld superioriteits gevoel blanke cultuur lichte donkere familie nooit partij kiezen tegenstelling werkelijkheid,3
eieren gooien best lastig trots krijgt vast pepernoten schoen vertel kleutervriendjes eieren gooien kozp,3
indruk eerder kleine groep verveelde volendammers erg gemakkelijk laten provoceren dom gedrag zonde eieren kozp volendam,3
we moeten echt gw fucking dikke zwarte blokken formeren kozp demonstraties like same size we woonprotest rotterdam hadden potige lui black bloc zouden t n stuk veiliger maken activisten,4
,1
kozp groep volendam zag bijna alleen blanken,2
zie suffe blanken kozp druiloren zei twitter,2
wel laat mensen waarde respecteer tradities lastpakken can kozp g n spatje respect,2
rotzakken kozp gewoon verdwijnen,2
nee hoor prima gedaan eieren visafval kregen rotzakkem heen oliebollen konden weer snel bus misbaksels kozp lui vastzetten tijdens dagen,2
h l vroeger n buurman ouders later n buurman buurvrouw 2 jongste kleinkinderen denk 2019 sinterklaas zwartepiet binnen zelfs 3 grootste moesten vertellen schoot zitten,2
probleem links helaas soort gasten ruimte geven kozp marokkaanse reljongeren agressieve moslims antifa rara etc,3
juist slim gespeeld steeds mensen zullen kozp stelletje ordinaire provocateurs gaan vinden,3
sinterklaas kozp bijna einde oefening,3
bedreidigingen internet mensen vrij reizen mening geven bedreigd wappies non vaxers kozp meelopers ander kutvolk,3
ach woordkunstenaar beetje stil blijven staan,1
hoeveel geweldplegers gearresteerd geweldplegers gezocht vanwege betrokkenheid aanval,1
elton john volendam kozp zwartepietisracisme,1
kozp 10jaarzwartepietisracisme,1
zoveelse dieptepunt nederland gingen kinderen aanmoedigen voorwerpen gooien mensen strijden tege,1
ondanks verontwaardiging steunt helft zwarte piet steeds meeste mensen vinden kennelijk wel toevoegt laat kozp vast licht wel zien acties vandaag,2
clubblad kozp zover journalistiek nederland volendam schamen vindt kozp kinderen aangemoedigd bekogelen,2
kunt pijlen richten kozp bewust volendam uitzoekt confrontatie lokken kozp vergroot juist segregatie racisme nederland durf vast pakken wegens conformistische redenen,2
kozp vergunning aangevraagd demonstratie arresteren logischer,2
tje beginnen weer racisme zielig hoopjes stront mooie actie trouwens volendammers kozp loopt lekker provoceren hadden even gerekend mensen tuig spuugzat jankerds,1
heerlijk uren kijken opzouten kozp jullie vragen keer genoeg tja volendam hulde,1
kanniewachte vegane veganistische volendammers kwakoe komen demonstreren vlees vis gegeten volendam kozp,1
word bedreigd nieuwe spel kozp lokte volendam wisten rotte vis bekogeld zouden jezus kruis hangen zie allemaal aangedaan gewelddadig,1
schei kennelijk nieuwe strategie simons bij1 geestverwanten kozp ziet iedereen wel wij bedreigd gewone slachtofferrol sterk genoeg bedreigd wij nieuwe joden nota bene bij1 all people bah,1
speelt hetzelfde platte spelletje baudet kijk nou smerig benaderd word nadat bewust uitlokken net kozp volendam strategie eerloze kneuzen,1
tuurlijk enige waar pr los daarvan lage eerloze manier strijd voeren samengeknepen billen slot gedraaide bus zitten oliebollen laten gooien filmen zielen piet uithangen volendam kozp,1
t allemaal worst jaren kozp rustig markt kwam wandelen suggereren jij gewoon waar barbecuen moskee ok schreeuwen abortuskliniek natuurlijk,1
weet kozp beweerde schreeuwden kinderen zuiderzeemuseum kinderen welbewust intimideren valt ieder geval ontkennen krijsen abortuskliniek barbecue n moskee vinden we normaal,1
